candidate,layer,sv_index_0,sv_rank_1based,singular_value,singular_value_over_sv1,n_tokens,n_documents,mean_activation,mean_abs_activation,rms_activation,std_activation,positive_rate,max_activation,min_activation,mean_abs_cosine,rms_cosine,top1_abs_rate,top5_abs_rate,doc_top5_presence_rate,mean_document_peak_abs,mean_layer_residual_norm,sigma_weighted_mean_abs,sigma_weighted_std,dynamicity_std_over_abs_mean,token_sample_n,median_activation,mad_activation,robust_activation_scale,stable_skewness,stable_kurtosis,stable_excess_kurtosis,effective_support_fraction,positive_max_robust_z,negative_max_robust_z,positive_q99_robust_z,positive_q999_robust_z,positive_q9999_robust_z,negative_q99_robust_z,negative_q999_robust_z,negative_q9999_robust_z,abs_q99_robust_z,abs_q999_robust_z,abs_q9999_robust_z,positive_top1pct_energy_share,positive_top0_1pct_energy_share,negative_top1pct_energy_share,negative_top0_1pct_energy_share,abs_top1pct_energy_share,abs_top0_1pct_energy_share,positive_token_rate_z3,positive_token_rate_z5,positive_token_rate_z8,negative_token_rate_z3,negative_token_rate_z5,negative_token_rate_z8,positive_doc_count_z3,positive_doc_count_z5,positive_doc_count_z8,negative_doc_count_z3,negative_doc_count_z5,negative_doc_count_z8,positive_doc_rate_z3,positive_doc_rate_z5,positive_doc_rate_z8,negative_doc_rate_z3,negative_doc_rate_z5,negative_doc_rate_z8,doc_positive_peak_q95_z,doc_positive_peak_q99_z,doc_negative_peak_q95_z,doc_negative_peak_q99_z,positive_tail_selectivity_score,negative_tail_selectivity_score,positive_tail_shape_score,negative_tail_shape_score,positive_tail_support_weight,negative_tail_support_weight,tail_selectivity_score,selected_tail_polarity,rank_global_mean_abs_cosine,rank_global_top1_rate,rank_global_top5_abs_rate,rank_global_sigma_weighted_mean_abs,rank_global_std_activation,rank_global_excess_kurtosis,rank_global_tail_selectivity,rank_layer_mean_abs_activation,rank_layer_mean_abs_cosine,rank_layer_top1_rate,rank_layer_top5_abs_rate,rank_layer_std_activation,rank_layer_excess_kurtosis,rank_layer_tail_selectivity,positive_top_context_retained_events,positive_top_context_unique_documents,positive_top_context_unique_center_tokens,positive_top_context_center_token_entropy,positive_top_context_effective_center_tokens,positive_top_context_largest_center_token_share,negative_top_context_retained_events,negative_top_context_unique_documents,negative_top_context_unique_center_tokens,negative_top_context_center_token_entropy,negative_top_context_effective_center_tokens,negative_top_context_largest_center_token_share,selected_tail_top_context_retained_events,selected_tail_top_context_unique_documents,selected_tail_top_context_unique_center_tokens,selected_tail_top_context_center_token_entropy,selected_tail_top_context_effective_center_tokens,selected_tail_top_context_largest_center_token_share,nearest_unembed_token_id,nearest_unembed_token,nearest_unembed_decoded,nearest_unembed_cosine,nearest_unembed_margin,farthest_unembed_token_id,farthest_unembed_token,farthest_unembed_decoded,farthest_unembed_cosine,farthest_unembed_margin,max_abs_unembed_token_cosine,nearest_unembed_token_z,farthest_unembed_token_z,unembedding_cosine_mean,unembedding_cosine_std,rank_global_max_abs_unembed_token_cosine
L04_SV41,4,40,41,47.98560333251953,0.17509759962558746,441490,2000,-2.372616570011379,7.609446298211759,9.660206986555332,9.364309351724765,0.410947020317561,31.75,-42.25,0.021464230499790543,0.026780644033959168,0.0007089628304151849,0.05675779745860608,0.995,27.56221875,349.85830224115,365.1438716460986,449.3520340348677,3.946827932536907,29432,-2.046875,6.171875,9.150421875,-0.20764728114147188,2.9484896079673466,-0.051510392032653396,0.33915669816092314,3.693477247462976,4.393581580084252,2.1908142896417004,2.764558328082551,3.066645492779523,2.5357437413234023,3.246093503202551,4.012640127589735,2.6313677477302106,3.246093503202551,4.012640127589735,0.13235816259242297,0.019085499838931333,0.14223757312783095,0.02226604574096087,0.08216400334533304,0.012459635689429876,0.0002718129926610492,0.0,0.0,0.002514270182114705,0.0,0.0,111,0,0,572,0,0,0.0555,0.0,0.0,0.286,0.0,0.0,3.011131658888678,3.2836600771480824,3.4919838053914867,3.874753042465597,0.06365408447488738,0.08072932542320116,0.3819245068493243,0.48437595253920696,0.16666666666666666,0.16666666666666666,0.08072932542320116,negative,398,751,495,1243,1175,987,945,32,34,41,27,18,45,40,64,63,28,3.1008525647062406,22.216884541022655,0.109375,64,47,50,3.831103935125733,46.1134163660631,0.046875,64,47,50,3.831103935125733,46.1134163660631,0.046875,72422,ĠØ³Ø§ÛĮØª, سایت,0.07913269102573395,0.000504322350025177,42566,ĠSomething, Something,-0.08215443044900894,0.0066326335072517395,0.08215443044900894,4.260027573950426,-4.748906321484023,0.002865333225084631,0.01790301975203526,1138
L10_SV10,10,9,10,47.284061431884766,0.31383877992630005,441490,2000,22.97939913076448,25.09407199698128,30.27421532152521,19.709777495524712,0.8844481188701896,116.0,-67.5,0.021453064716956648,0.02576293452844107,0.0006749869759224445,0.037470837391560395,0.962,76.226625,1171.1397808238862,1186.549641881402,931.9583299071703,0.8577150944358983,29432,22.125,13.375,19.829774999999998,0.1175792154229022,3.041499320479648,0.041499320479648105,0.3287852123676618,4.734042620251617,4.51971845368896,2.4142986998087475,3.1598694387606394,3.731197151757858,2.2504037489078925,3.2211661503975715,3.8544007685412263,2.6097119104982283,3.467878480719014,3.955976555457613,0.14094680555851116,0.022878664874710755,0.161595239157793,0.02840431179952195,0.08934823776507231,0.014131886949547506,0.0016988312041315574,0.0,0.0,0.0016648545800489263,0.0,0.0,514,0,0,358,0,0,0.257,0.0,0.0,0.179,0.0,0.0,3.499787566929024,3.927175169662793,3.435490316960228,3.939908546617398,0.07965870219959789,0.09048029584668701,0.4779522131975874,0.5428817750801221,0.16666666666666666,0.16666666666666666,0.09048029584668701,negative,399,762,644,308,891,789,698,23,22,35,30,57,30,27,64,62,19,2.223557613690306,9.240145328202091,0.3125,64,61,31,3.159897370604117,23.56817701717518,0.125,64,61,31,3.159897370604117,23.56817701717518,0.125,37510,ĠEdward, Edward,0.07860063016414642,0.001341313123703003,28655,ĠMes, Mes,-0.07566307485103607,0.0008542314171791077,0.07860063016414642,5.1347782449578405,-4.717999799366902,-0.001793946160935074,0.015656874063456578,1397
L10_SV42,10,41,42,25.820892333984375,0.1713811606168747,441490,2000,20.558477140487682,25.351117747548606,31.696678846095526,24.12526616509267,0.8066502072527124,126.5,-80.5,0.021446503521796705,0.026521478451504106,0.003581055063534848,0.06192892251240119,0.997,87.0565,1171.1397808238862,654.5884819056131,622.9359001775739,1.1734948070438258,29432,19.125,15.875,23.536275,0.1660471687286692,3.055384835984607,0.05538483598460697,0.3272910136302837,4.5621067904755535,4.232827837030286,2.5227016594597065,3.3512099939348943,3.9071752008335805,2.2783979198067663,3.043174843937709,3.577896247388314,2.6820301853203192,3.442229069808195,3.9071752008335805,0.13911003283875728,0.021790791201497225,0.1548666285864774,0.02484753639533801,0.08673943550631792,0.012819929692176529,0.0028540364229410167,0.0,0.0,0.0011212285947268278,0.0,0.0,759,0,0,433,0,0,0.3795,0.0,0.0,0.2165,0.0,0.0,3.733598456000365,4.073711749204154,3.372453797382976,3.701732750828243,0.08244928461739973,0.07994978911635778,0.49469570770439836,0.4796987346981467,0.16666666666666666,0.16666666666666666,0.08244928461739973,positive,400,422,456,754,635,762,888,21,23,22,18,18,29,32,64,60,45,3.535445684322326,34.3103028712138,0.171875,64,60,41,3.4178840996597324,30.504801567326133,0.171875,64,60,45,3.535445684322326,34.3103028712138,0.171875,3386,Ġaff, aff,0.0882195457816124,0.008044041693210602,57499,ĠCameron, Cameron,-0.08447214215993881,0.003289535641670227,0.0882195457816124,5.608963359000981,-5.374254335179597,2.8509508024458473e-05,0.0157232327310649,505
L06_SV48,6,47,48,32.56251525878906,0.1671621948480606,441490,2000,-0.6730622046757788,11.536145776577877,14.664525448959843,14.649071435139767,0.47117261999139276,59.5,-69.0,0.021442228171041768,0.02711596963528244,0.002638791365602845,0.04428412874583796,0.9965,44.103375,537.5665098321168,375.6459228774321,477.0106121338297,21.764810642093053,29432,-0.8984375,9.4140625,13.9572890625,0.06741342489148462,3.200833728233742,0.20083372823374201,0.31241860243450126,4.327375984658554,4.879282946354755,2.5541089921092976,3.324315867660995,3.7393445293201752,2.497015168485553,3.295325639100976,3.728266088563619,2.769050445751632,3.4840744615408714,3.948889161297321,0.14480458192630732,0.022230729129416447,0.15758695745674675,0.023979988877271607,0.0875656886431841,0.01248645539300316,0.00265017667844523,0.0,0.0,0.0026841533025278607,0.0,0.0,812,0,0,746,0,0,0.406,0.0,0.0,0.373,0.0,0.0,3.6109044725174404,3.9333166529809414,3.7687521025360295,4.1628114342136415,0.08260909905449632,0.08504946296457033,0.49565459432697795,0.510296777787422,0.16666666666666666,0.16666666666666666,0.08504946296457033,negative,401,490,583,1220,1052,388,811,43,43,38,40,28,16,32,64,62,26,2.9227096127404155,18.591595295067258,0.125,64,59,44,3.565440927722824,35.35503898479984,0.140625,64,59,44,3.565440927722824,35.35503898479984,0.140625,27633,æ¼«,漫,0.07783109694719315,0.0034690871834754944,95025,ĠBran, Bran,-0.0709402859210968,0.0007558763027191162,0.07783109694719315,4.451579040680603,-4.289329049277182,0.0020646476247924398,0.017020128954245584,1426
L13_SV43,13,42,43,25.219749450683594,0.1698005646467209,441490,2000,-39.0728944570163,40.272349329251156,45.76724431607018,23.831692576015733,0.05316088699630796,72.0,-146.0,0.021428931531945226,0.02422321530239926,0.0019570092187818524,0.08123626809214252,0.9975,103.995625,1876.1886510913328,1015.6585598741196,601.0293157528331,0.6099290289904714,29432,-39.0,15.5,22.9803,0.0555547160544116,3.2424448821039906,0.24244488210399062,0.3084092517714934,4.830224148509811,4.6561620170319795,2.5075825816025032,3.356886115498922,3.7870893765529514,2.4953982323990265,3.2419071987746024,3.6820145951096883,2.7632363372105675,3.4656749476725666,3.998121216868321,0.15444491663436813,0.024582261062049533,0.15116943842414823,0.02248112005886241,0.08903797547057797,0.012942842832544656,0.002786083174775754,0.0,0.0,0.0025482468061973364,0.0,0.0,787,0,0,700,0,0,0.3935,0.0,0.0,0.35,0.0,0.0,3.7858513596428245,4.188478827517483,3.655304761034451,4.047379712188265,0.08771952486960033,0.08101366893474937,0.526317149217602,0.48608201360849623,0.16666666666666666,0.16666666666666666,0.08771952486960033,positive,402,569,360,398,652,301,748,16,16,21,18,42,9,28,64,55,43,3.641465635493105,38.14770640559338,0.0625,64,57,45,3.495149034645473,32.955199053440886,0.1875,64,55,43,3.641465635493105,38.14770640559338,0.0625,50810,Ze,Ze,0.08371227234601974,0.0012079551815986633,14669,ç¶,�,-0.07161635160446167,0.0004695206880569458,0.08371227234601974,5.123231877341862,-4.597548838299798,0.0018480084596571972,0.015979027661897866,966
L04_SV50,4,49,50,44.29769515991211,0.16164056956768036,441490,2000,-4.018639163503928,7.548036501968122,9.612754720767134,8.732444823483473,0.321733221590523,36.5,-47.0,0.0214138006985251,0.026941031035214703,0.0018052504020476116,0.05291626084396023,0.9975,28.4854375,349.85830224115,334.3606200200732,386.82717879142336,2.1729855476417828,29432,-3.765625,5.59375,8.29329375,-0.09287621719102032,3.2094999155082684,0.2094999155082684,0.31157501988643493,4.855203036791021,5.213172992937818,2.454015933054323,3.182164504904942,3.612768449206262,2.6207168894747035,3.352769217899696,4.127958810092793,2.801585919948874,3.4949172034331957,4.188248486917517,0.15420881524053068,0.02381946100682154,0.1502582739857904,0.022415700389632708,0.08860508869712884,0.012689625217941102,0.0020725740690405,0.0,0.0,0.0037374286490894264,0.0,0.0,739,0,0,892,1,0,0.3695,0.0,0.0,0.446,0.0005,0.0,3.5288301466471026,3.9057913509936864,3.7963655875568136,4.278683002154602,0.081853516479993,0.16732412492678098,0.49112109887995803,0.501972374780343,0.16666666666666666,0.3333333333333333,0.16732412492678098,negative,403,582,522,1293,1194,367,551,33,35,30,29,33,13,19,64,53,29,2.7589617098239194,15.783446640079456,0.328125,64,55,40,3.3651839382904827,28.938819766568816,0.140625,64,55,40,3.3651839382904827,28.938819766568816,0.140625,57196,ĠMason, Mason,0.08280117064714432,0.005442038178443909,71982,Lambda,Lambda,-0.0717221200466156,0.0006706267595291138,0.08280117064714432,4.6250737194393565,-4.116193563022314,0.0010416742566241473,0.017677447182491812,1074
L05_SV28,5,27,28,44.08314895629883,0.21285519003868103,441490,2000,2.159634978639064,9.307833779839692,11.750606942219365,11.550443293206222,0.5803302453056695,59.0,-55.75,0.021401713296439268,0.026915086332328263,0.001966069446646583,0.030807039797050895,0.9915,34.802625,434.42499958857366,410.3186229771431,509.17991220569263,5.348331272389193,29432,2.21875,7.46875,11.073168749999999,-0.027514236189873576,3.0824861227598914,0.08248612275989142,0.3244134637351275,5.127823054263487,5.235064262883197,2.429860016357107,3.2441933118737922,4.166000360104626,2.458081387046504,3.2385490377359125,4.135209715827684,2.738545368957727,3.519204924967842,4.33046321993411,0.15142410112616003,0.02624345785522488,0.14989243225091917,0.024359051529480667,0.0890989547109969,0.014578698260866257,0.002208480565371025,0.0,0.0,0.0023443870617015495,3.397662408263115e-05,0.0,652,1,0,590,2,0,0.326,0.0005,0.0,0.295,0.001,0.0,3.6603117784148287,4.134430805996703,3.677244600828467,4.174166495927374,0.17518462934371873,0.2527264336592251,0.5255538880311562,0.5054528673184502,0.3333333333333333,0.5,0.2527264336592251,negative,404,566,706,1159,1128,679,403,49,50,47,43,40,30,15,64,60,40,3.392404180947723,29.73736039224097,0.125,64,53,33,3.1628100637755914,23.63692395620431,0.171875,64,53,33,3.1628100637755914,23.63692395620431,0.171875,54488,ĠChampion, Champion,0.08830732107162476,0.007763586938381195,1471,åĲ,�,-0.08277615904808044,0.00556357204914093,0.08830732107162476,4.799356072194805,-4.862819152500405,0.003327436100574936,0.017706518060492116,498
L14_SV19,14,18,19,38.239681243896484,0.257303386926651,441490,2000,55.05506102758025,55.24457206858274,60.65677250659119,25.459463980330998,0.9867448866338988,157.0,-49.75,0.02137747760369755,0.023256268061282056,0.002217490769892863,0.1482072074112664,0.997,119.4025,2553.0397892647625,2112.534826358071,973.5617872483214,0.46243639558543803,29432,55.0,18.0,26.686799999999998,0.020098796917688164,2.7984999064561076,-0.20150009354389242,0.3573342981691768,3.8221143037007064,3.925161503065186,2.1920949682989344,2.8478498733456243,3.597284050541841,2.156824722334634,2.71201492872881,3.199147143906351,2.3873694110946175,2.922793291065246,3.597284050541841,0.13614461823755963,0.021540483191760204,0.1301980658528882,0.018855555357967877,0.07674925776057873,0.011338890399212926,0.00037374286490894263,0.0,0.0,0.00023783636857841803,0.0,0.0,183,0,0,119,0,0,0.0915,0.0,0.0,0.0595,0.0,0.0,3.185095253083922,3.522715349910817,3.0445763448596312,3.3631795494401726,0.06966161866389327,0.06206696217031668,0.41796971198335964,0.3724017730219001,0.16666666666666666,0.16666666666666666,0.06966161866389327,positive,405,533,214,108,557,1220,1266,8,8,19,9,35,57,57,64,58,37,3.2489837057275013,25.764142656767117,0.15625,64,55,46,3.630846945693393,37.74477085464318,0.125,64,58,37,3.2489837057275013,25.764142656767117,0.15625,9747,Ġtra, tra,0.07978605479001999,0.0010916516184806824,68151,ĠGross, Gross,-0.08296531438827515,0.0029223114252090454,0.08296531438827515,5.268499258382294,-5.115888263838823,-0.0027855428108705532,0.015672697964134168,1062
L04_SV23,4,22,23,58.5341682434082,0.2135889083147049,441490,2000,3.1645943689423,7.360113148249792,9.329138648441917,8.775999681056932,0.6173888423293846,47.75,-32.75,0.021368161844865376,0.027263282192395013,0.0014179256608303698,0.04851752021563342,0.9905,27.0364375,349.85830224115,430.81810131017414,513.6958418350832,2.7731831185642144,29432,2.5234375,5.9765625,8.860851562499999,0.08414539987012203,2.885379903077067,-0.11462009692293318,0.34657481288116204,5.104087590339883,3.9808180118128464,2.367330312672756,3.215696854756998,3.8739095512299166,2.189229484680243,2.9167131756700098,3.3476085555405555,2.5261574570023098,3.2419640818241056,3.8739095512299166,0.13310542222704932,0.02203227368108875,0.15322005285049436,0.023658851309312737,0.08377146076191927,0.013012218356953422,0.0017328078282141887,0.0,0.0,0.000679532481652623,0.0,0.0,619,1,0,168,0,0,0.3095,0.0005,0.0,0.084,0.0,0.0,3.6651739701231456,4.145093983454258,3.092077246384862,3.487073142130633,0.1591048816952695,0.0747720522032798,0.47731464508580856,0.44863231321967884,0.3333333333333333,0.16666666666666666,0.1591048816952695,positive,406,632,555,1130,1192,1088,591,38,36,34,33,32,47,23,64,61,30,3.0135807697564845,20.36017465033903,0.1875,64,44,28,3.1083999195727987,22.385197612963136,0.09375,64,61,30,3.0135807697564845,20.36017465033903,0.1875,61045,Ġgeli, geli,0.07717163115739822,0.003218904137611389,164139,ĠOsm, Osm,-0.07667192071676254,0.0028738602995872498,0.07717163115739822,4.266167082351687,-4.418040044239878,0.0015950946618659525,0.017715325029855927,1441
L05_SV26,5,25,26,45.41773223876953,0.21929921209812164,441490,2000,-0.2706790023472261,9.286544973375184,11.871300885352976,11.86821459143163,0.5107182495639765,52.5,-62.25,0.021360822188797243,0.0271612610583015,0.003105393100636481,0.02893157262905162,0.983,37.071875,434.42499958857366,421.77381302404524,539.0273924658993,43.84608517273638,29432,0.28515625,7.53515625,11.17162265625,-0.12905464176216483,3.3325594545925927,0.33255945459259273,0.30006966526040585,4.673881794672705,5.597678884634947,2.4472580744306325,3.308815996333344,3.7365470562726517,2.6325769456191215,3.7306493006799974,4.575924896765095,2.8612534395007665,3.7530274285216265,4.575924896765095,0.16238154276346553,0.025087153121990436,0.1571252043064804,0.026941076189876748,0.09629320819085285,0.01498961028033149,0.0028540364229410167,0.0,0.0,0.004688774123403099,3.397662408263115e-05,0.0,772,0,0,1162,5,0,0.386,0.0,0.0,0.581,0.0025,0.0,3.689244169641035,4.024916087265468,4.1207224470874415,4.613265040881693,0.08734681158184944,0.6123389641441025,0.5240808694910967,0.6123389641441025,0.16666666666666666,1.0,0.6123389641441025,negative,407,452,737,1142,1116,170,122,50,51,37,49,30,6,3,64,59,24,2.678608872360958,14.564817675736514,0.15625,64,55,18,2.412841307617964,11.165641138675694,0.21875,64,55,18,2.412841307617964,11.165641138675694,0.21875,14237,Ġintellig, intellig,0.07507876306772232,0.0035658851265907288,44685,Ġvarieties, varieties,-0.08045699447393417,0.006300106644630432,0.08045699447393417,4.308810795765126,-4.322887718655807,-0.002562288702487246,0.018019136938321436,1291
L12_SV58,12,57,58,20.03752326965332,0.1343703269958496,441490,2000,-33.80490259525095,36.191876788488095,44.09049252684653,28.305478123245067,0.10649618337901198,71.0,-163.0,0.021338603392541414,0.02558366520068715,0.005683027928152393,0.10457994518562141,0.998,113.16275,1662.1175304614771,725.1955733217561,567.171676553186,0.8373187304264174,29432,-31.875,19.375,28.725375,-0.30685199398661156,2.980238650795413,-0.019761349204586942,0.335543598071619,3.5813283551563733,4.564779398006118,1.997362958708111,2.6587990583238685,3.0273007750116188,2.5978773123066277,3.4357776008145935,4.044573830628829,2.632689738602194,3.450781756548,4.044573830628829,0.13490170298931742,0.021625694447952867,0.1477515710910511,0.023031272405025064,0.09082388445771766,0.013927847719403736,0.00016988312041315575,0.0,0.0,0.0034656156564283774,0.0,0.0,47,0,0,715,0,0,0.0235,0.0,0.0,0.3575,0.0,0.0,2.8502674029494828,3.189688559331253,3.6944687406169634,4.112217856163758,0.06516573487267842,0.08690259790818808,0.39099440923607054,0.5214155874491285,0.16666666666666666,0.16666666666666666,0.08690259790818808,negative,408,339,295,672,432,919,764,15,15,14,16,14,40,30,64,56,49,3.770349146394313,43.395213473466335,0.078125,64,58,52,3.8609405367645526,47.51001527758994,0.0625,64,58,52,3.8609405367645526,47.51001527758994,0.0625,16258,Ġcot, cot,0.09410957992076874,0.01247105747461319,188291,Ġvividly, vividly,-0.07952599227428436,0.0029748156666755676,0.09410957992076874,5.8003310833948705,-4.778794857151093,-0.0010914614739652672,0.016413035743299997,166
L04_SV36,4,35,36,49.94102096557617,0.1822328418493271,441490,2000,2.140074549769191,7.4288904923426475,9.225060730525026,8.97339547792836,0.6113955015968652,40.5,-43.75,0.02133528725439761,0.026255878510585907,0.0006976375455842714,0.03641305578835308,0.991,27.389125,349.85830224115,371.00637582905364,448.14053169562663,4.193029387173431,29432,2.578125,5.921875,8.779771875,-0.14107205999860373,3.1277172782322165,0.12771727823221646,0.31972199244466215,4.319232383244582,5.27668892308207,2.297539763810777,3.1660133538492423,3.637463530338013,2.5146581613203933,3.405470031076398,3.9147714188188623,2.671268152966674,3.467021317111384,3.9248417972135217,0.15919536876753207,0.025806787762724114,0.14610136663932272,0.023357590717808976,0.09108929834725102,0.013577761758255733,0.0016648545800489263,0.0,0.0,0.0030239195433541723,0.0,0.0,544,0,0,712,1,0,0.272,0.0,0.0,0.356,0.0005,0.0,3.523368880242118,3.7782160484665215,3.739063550554951,4.19465625352595,0.0847673227884434,0.1734881556847944,0.5086039367306604,0.5204644670543832,0.16666666666666666,0.3333333333333333,0.1734881556847944,negative,409,755,650,1234,1186,552,519,36,37,42,37,27,21,16,64,63,38,3.4670972548993384,32.04359293312061,0.078125,64,47,43,3.622671193447071,37.43743701413237,0.0625,64,47,43,3.622671193447071,37.43743701413237,0.0625,32057,Ġmodes, modes,0.08526965230703354,0.010022580623626709,179952,ÑĭÐ¼ÑĪÐ°,ымша,-0.10332132130861282,0.018284887075424194,0.10332132130861282,5.024721751778586,-4.945921219797067,-0.009771075760064075,0.018914625080176096,25
L07_SV18,7,17,18,43.806156158447266,0.2717181444168091,441490,2000,2.772301215350435,13.594435835581285,16.727261936427002,16.49592791755608,0.5987157127001744,60.25,-78.5,0.021317995852037704,0.026312064248935195,0.0004960474755940112,0.01430609979840993,0.9095,47.9935,647.6645069687663,595.5199790994653,722.6231943349514,5.9502653702314054,29432,4.1875,11.28125,16.725581249999998,-0.42583396504394616,3.060278645671511,0.0602786456715112,0.3267676299393227,3.3519014473712243,4.943774375554214,1.872132246525065,2.470018792321493,2.8287507197993498,2.6568583378828765,3.5088466656427864,4.017900723181139,2.6821190444427563,3.5088466656427864,4.017900723181139,0.12571198987524887,0.019782478637455858,0.15064507642104744,0.023177750420580654,0.09501481786343675,0.014566632188968169,3.397662408263115e-05,0.0,0.0,0.00441696113074205,0.0,0.0,17,0,0,1024,0,0,0.0085,0.0,0.0,0.512,0.0,0.0,2.7390677379298856,2.9782223562484567,3.8675785931206432,4.256204847888322,0.05790143934456666,0.08903254356352582,0.34740863606739997,0.5341952613811549,0.16666666666666666,0.16666666666666666,0.08903254356352582,negative,410,806,927,836,1009,744,719,49,48,56,56,40,33,34,64,62,25,2.929100543094052,18.710793373359195,0.140625,64,59,36,3.3435230888979848,28.318720533355553,0.09375,64,59,36,3.3435230888979848,28.318720533355553,0.09375,23044,Ġsant, sant,0.08043847233057022,0.0009075775742530823,4858,Ġtal, tal,-0.09053435921669006,0.012252554297447205,0.09053435921669006,4.841624704125737,-5.392979413577033,-0.0004426516907999492,0.016705368334817075,323
L08_SV23,8,22,23,36.87373733520508,0.23970438539981842,441490,2000,-4.450268881160402,17.098569261781215,21.485814581798383,21.019879522223608,0.42001177829622416,85.5,-105.0,0.021303342413223462,0.026761674059620533,0.0040000906022786475,0.03372896328342658,0.9955,65.938125,808.8556586962616,630.4881517667319,775.0815163201294,4.723283038290931,29432,-4.34375,14.21875,21.08071875,-0.06660522411869399,3.0691713588002716,0.06917135880027159,0.32582084318384114,4.261892161527936,4.774801618184864,2.2695502258432247,3.023426324114299,3.529322262790475,2.4148251586535685,3.233108453666932,3.849785719474105,2.6246140208098776,3.3177592675771437,3.8524848684298107,0.14125976566118287,0.02225277984334944,0.15587347754889422,0.024299864443041337,0.08808598535354566,0.012994434869241076,0.0010872519706441968,0.0,0.0,0.0024123403098668117,0.0,0.0,297,0,0,711,0,0,0.1485,0.0,0.0,0.3555,0.0,0.0,3.3368762628171775,3.763806677606759,3.683757224833712,4.087206466809866,0.07516926007180724,0.08399838732951355,0.45101556043084345,0.5039903239770813,0.16666666666666666,0.16666666666666666,0.08399838732951355,negative,411,410,675,790,843,713,839,42,42,26,38,20,33,39,64,59,42,3.581792432215466,35.937899399300065,0.09375,64,62,42,3.492985863737912,32.88398837379891,0.15625,64,62,42,3.492985863737912,32.88398837379891,0.15625,125648,Ġstrom, strom,0.08553460240364075,0.0014293938875198364,57552,ĠCock, Cock,-0.08114013820886612,0.0021035894751548767,0.08553460240364075,5.158720725053049,-5.053274285448092,0.0013367117998550624,0.016321467102276572,789
L02_SV45,2,44,45,74.73307037353516,0.1663409173488617,441490,2000,-3.5616788471381513,5.004188653242196,6.096322446389447,4.94768543464522,0.27425762757933364,11.5,-20.875,0.021266043778872496,0.025732049226942572,0.0004258307096423475,0.05962762463475956,0.991,14.981015625,237.93858731803454,373.9783827851952,369.7557237734561,1.3891441780662934,29432,-3.6875,3.9375,5.837737499999999,-0.02106896799922741,2.160077855678195,-0.8399221443218048,0.4629462763905943,2.60160721512401,2.944205696127995,1.659461392363052,1.9699412657729132,2.1776233943372443,1.7344048100826734,2.216183923994527,2.4529387455328284,1.8414668353964188,2.228367582475221,2.4529387455328284,0.08657499959613367,0.011701119920202207,0.11193585285213536,0.015821631321220983,0.05622305404537775,0.007623253885813942,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.173359113869029,2.3660707594337707,2.408895569559269,2.6444320252495084,0.03551532085245982,0.04646010425127726,0.21309192511475894,0.27876062550766356,0.16666666666666666,0.16666666666666666,0.04646010425127726,negative,412,828,473,1226,1288,1461,1442,16,15,39,20,14,63,62,64,54,31,2.9863308088183,19.812851817268246,0.25,64,63,19,2.153672066415624,8.61644051771518,0.453125,64,63,19,2.153672066415624,8.61644051771518,0.453125,41582,à¤ĥ,ः,0.09483318030834198,0.014668390154838562,109681,Ð¸Ð°ÑĤ,иат,-0.08648784458637238,0.003149569034576416,0.09483318030834198,5.081474494472578,-4.903631639421362,0.0025579304553087242,0.018159148482080653,145
L06_SV56,6,55,56,30.23752784729004,0.1552266925573349,441490,2000,2.494247860599502,11.309594008778335,14.02991999468972,13.806425412368302,0.5887268114793087,68.0,-71.0,0.021263485375626657,0.02636814342104108,0.001816575686878525,0.03180819497610365,0.982,40.6421875,537.5665098321168,341.9741637819795,417.4721728780194,5.5353061058832935,29432,3.0625,9.375,13.899375,-0.15829681299221954,2.9938299758028384,-0.0061700241971616165,0.33402030445360736,4.671972660641216,5.328476999865102,2.1718602455146367,2.8733306353702956,3.6477701335491632,2.4236701290525655,3.11614730878187,3.9114906245781533,2.573766806061412,3.3050047214353167,3.9114906245781533,0.14756490316312165,0.024445112940723723,0.1412018983676848,0.023682787188750012,0.08603020834788105,0.01403504354077477,0.0007474857298178853,0.0,0.0,0.0016988312041315574,0.0,0.0,272,0,0,587,2,0,0.136,0.0,0.0,0.2935,0.001,0.0,3.3050047214353167,3.6649129906920277,3.6206663968703623,4.231305364449841,0.07487388654041927,0.23977527090485443,0.44924331924251565,0.47955054180970885,0.16666666666666666,0.5,0.23977527090485443,negative,413,581,697,1280,1072,890,416,45,44,46,47,42,37,14,64,62,41,3.5181415178566375,33.72169901566084,0.109375,64,58,42,3.5185947059306555,33.7369847508852,0.125,64,58,42,3.5185947059306555,33.7369847508852,0.125,44712,749,749,0.10502731800079346,0.019733235239982605,63547,Ġnoc, noc,-0.08211512863636017,0.001141570508480072,0.10502731800079346,6.013053376097431,-4.800372503470099,0.0009624699965201988,0.017306489980272392,17
