arm,kind,objective_status,aggregation,relative_token,relative_coordinate,mean,sem,sem_between_events,sem_between_rollouts,n_units,n_rollouts,n_events
L17_SV28,event,all,event_weighted,18,generated_local_index,0.14357969323292172,0.23406197047420274,0.23406197047420274,,28,16,28
L17_SV28,event,all,event_weighted,19,generated_local_index,0.16467698368677058,0.15682176871684717,0.15682176871684717,,28,16,28
L17_SV28,event,all,event_weighted,20,generated_local_index,0.11472241441412066,0.17353582263006345,0.17353582263006345,,28,16,28
L17_SV28,event,all,rollout_weighted,-20,generated_local_index,0.05498280283578098,0.15839487353616308,,0.15839487353616308,20,20,42
L17_SV28,event,all,rollout_weighted,-19,generated_local_index,-0.02493310214869607,0.18222361407797608,,0.18222361407797608,20,20,42
L17_SV28,event,all,rollout_weighted,-18,generated_local_index,0.03691160429591635,0.2040051636595202,,0.2040051636595202,20,20,43
L17_SV28,event,all,rollout_weighted,-17,generated_local_index,0.01713477605596352,0.16962467961964994,,0.16962467961964994,20,20,43
L17_SV28,event,all,rollout_weighted,-16,generated_local_index,0.2696733924123591,0.15062247376326182,,0.15062247376326182,20,20,47
L17_SV28,event,all,rollout_weighted,-15,generated_local_index,0.06537244173480279,0.1583938389406524,,0.1583938389406524,20,20,49
L17_SV28,event,all,rollout_weighted,-14,generated_local_index,0.3100463605922106,0.16008796031365546,,0.16008796031365546,20,20,52
L17_SV28,event,all,rollout_weighted,-13,generated_local_index,0.4069985679563074,0.11115890848461478,,0.11115890848461478,20,20,52
L17_SV28,event,all,rollout_weighted,-12,generated_local_index,0.5010728689159383,0.1339669905038504,,0.1339669905038504,20,20,53
L17_SV28,event,all,rollout_weighted,-11,generated_local_index,0.48372066067108965,0.17564196398464088,,0.17564196398464088,20,20,53
L17_SV28,event,all,rollout_weighted,-10,generated_local_index,0.2969135639538899,0.13843678887051328,,0.13843678887051328,20,20,54
L17_SV28,event,all,rollout_weighted,-9,generated_local_index,0.13435579035634604,0.1308315275045393,,0.1308315275045393,20,20,54
L17_SV28,event,all,rollout_weighted,-8,generated_local_index,0.35546848192783376,0.1525890305755791,,0.1525890305755791,20,20,55
L17_SV28,event,all,rollout_weighted,-7,generated_local_index,-0.028260644997365258,0.13035668382369434,,0.13035668382369434,20,20,57
L17_SV28,event,all,rollout_weighted,-6,generated_local_index,0.15190934293800865,0.1467874752676789,,0.1467874752676789,20,20,57
L17_SV28,event,all,rollout_weighted,-5,generated_local_index,0.12837419242790482,0.09028527972913203,,0.09028527972913203,20,20,58
L17_SV28,event,all,rollout_weighted,-4,generated_local_index,0.26476051337541906,0.1462886260921687,,0.1462886260921687,20,20,58
L17_SV28,event,all,rollout_weighted,-3,generated_local_index,0.09768585439511435,0.09785183684129434,,0.09785183684129434,20,20,58
L17_SV28,event,all,rollout_weighted,-2,generated_local_index,0.4750591729152053,0.14809791520518095,,0.14809791520518095,20,20,58
L17_SV28,event,all,rollout_weighted,-1,generated_local_index,0.5705884875458802,0.0980797105643935,,0.0980797105643935,20,20,58
L17_SV28,event,all,rollout_weighted,0,generated_local_index,-0.12198532634797818,0.11419971820851033,,0.11419971820851033,20,20,58
L17_SV28,event,all,rollout_weighted,1,generated_local_index,0.5716177903200144,0.164631110002104,,0.164631110002104,19,19,46
L17_SV28,event,all,rollout_weighted,2,generated_local_index,0.009108000045480642,0.1558151258181403,,0.1558151258181403,19,19,46
