layer,set,dir,name,gamma_J,fSf_J,inv_J,gamma_R,g0_med,g0sq_over_fSf,snr_a0,alpha_star,corr_pred,template_stability,flip_frac
10,topG,4,L10:topG:05,47.718395206821654,677.1600315088319,13.899473261262402,16.83975120639261,3.2125589545954742,0.02573570303333373,2.287840366363525e+31,1.0,0.2290590590045657,0.04796719178557396,nan
10,topG,5,L10:topG:06,64.79327960829254,597.0769475484959,9.075044610988519,26.231533207374454,2.8905324314115477,0.025040806440225914,1.9586516380310058e+31,1.0,0.1247665661026592,0.030826358124613762,nan
10,topG,6,L10:topG:07,10.671826809676967,597.9517830613258,51.230350896362815,5.350417255404532,2.8914333935748173,0.01894784258093699,2.0433664321899413e+31,nan,0.3014852115529696,0.07598327100276947,nan
10,topG,7,L10:topG:08,42.483436078624884,533.0422623405243,12.258512905389999,12.433994106868013,5.548383068851676,0.0833561387223401,3.960013389587402e+31,0.5,0.3854363407368711,0.04792870208621025,nan
10,topG_R,40,L10:topG_R:01,10.464667370489938,313.8569217914106,27.376016385724245,6.629985666834373,5.423342184687634,0.11335202845164787,2.6748816490173336e+31,0.5,0.21978879461884074,0.051725830882787704,nan
10,topG_R,41,L10:topG_R:02,62.07268929170318,513.6980299718454,8.14453982762741,10.303118770587824,4.061775334215765,0.05700610180893036,2.650737571716308e+31,1.0,0.2795640730690317,0.05645502731204033,nan
10,topG_R,42,L10:topG_R:03,11.348581883057891,648.0292843552121,52.4780327402858,7.0880870742417565,2.4704567028688142,0.013162291400755996,1.8589982986450194e+31,1.0,0.3290705715122663,0.0808473601937294,nan
10,topG_R,43,L10:topG_R:04,32.94466448356549,624.9685243195171,18.411392006013177,20.409615186831722,1.9091529756332983,0.009496137227988265,1.499182844161987e+31,nan,0.41273354638643417,0.0840100422501564,nan
10,topG_R,44,L10:topG_R:05,12.060659019594208,474.22855872771083,36.30969601275488,6.371043803144565,3.0689776995311724,0.024611919238947313,2.027301788330078e+31,1.0,0.3371422522443759,0.08027219772338867,nan
10,topG_R,45,L10:topG_R:06,16.740981985315198,359.3693547026749,20.256452264036845,10.342507718046425,3.039619086836253,0.03094089974318501,1.93628454208374e+31,nan,0.40824650070518137,0.05185806006193161,nan
10,topG_R,46,L10:topG_R:07,14.05886820318741,396.32706719307964,26.318516228808733,9.61979439548369,2.710812900932611,0.03167693830343219,1.8624706268310544e+31,1.0,0.2772622604434273,0.0797613263130188,nan
10,topG_R,47,L10:topG_R:08,15.587101267215838,299.66537108070224,18.066168780978415,11.018399524509446,2.7866577557048005,0.03188773946641408,2.0627183914184567e+31,1.0,0.32191808261389177,0.0873667374253273,nan
10,topJbar,8,L10:topJbar:01,3.7608448397610887,442.0097312225048,92.84270882574825,3.9852331528901406,5.9196756712542875,0.08538344540805437,2.9840788841247554e+31,nan,0.20658238419207292,0.08655857294797897,nan
10,topJbar,9,L10:topJbar:02,7.4341461713544605,599.6545519105556,71.09843008735236,4.750436355979986,3.2305968817025685,0.02113674090913227,2.2575687408447266e+31,nan,0.3417908564415102,0.09774712473154068,nan
10,topJbar,10,L10:topJbar:03,5.958178260904952,400.4437598868925,57.5500863691314,3.717540772502371,4.549808375821858,0.05713795855678998,2.232471179962158e+31,nan,0.15461005805900285,0.10833300650119781,nan
10,topJbar,11,L10:topJbar:04,6.179657447965713,396.5074168483977,55.22650902526615,3.7443665254747236,3.061167634862886,0.025938542793838393,2.0034905433654784e+31,nan,0.7112741692897384,0.11613717675209045,nan
10,topJbar,12,L10:topJbar:05,6.202603402099809,307.424006918742,42.68234550150536,4.228100139941316,3.129097838883398,0.035875464008888254,2.0030229568481444e+31,nan,0.5864485055274529,0.19573044776916504,nan
