rank,metric,layer,sv_rank,n_events,n_rollouts,event_weighted_mean,rollout_weighted_mean,rollout_sd,rollout_se,standardized_rollout_effect,rollout_consistency,event_consistency,bootstrap_ci_low,bootstrap_ci_high,permutation_p_two_sided,permutation_p_directional,correct_n_events,correct_n_rollouts,correct_rollout_weighted_mean,correct_rollout_consistency,incorrect_n_events,incorrect_n_rollouts,incorrect_rollout_weighted_mean,incorrect_rollout_consistency,ambiguous_n_events,ambiguous_rollout_weighted_mean,status_preservation_ratio,rank_score,permutation_p_holm
441,delta,1,23,45,19,0.1696860780318578,0.2292298960842584,1.0915763113308479,0.25042478053968725,0.20999896544546823,0.47368421052631576,0.5555555555555556,-0.23786233315538421,0.71381828181707,0.3748625137486251,0.1902809719028097,24,14,0.7522650091421037,0.7857142857142857,17,13,-0.4670483362980378,0.6923076923076923,4,0.45496977865695953,0.0,0.038684019950480986,1.0
442,delta,3,5,45,19,0.2522953401837084,0.5840172378771138,2.8913052309782956,0.6633109114086797,0.20199086268021138,0.5263157894736842,0.5555555555555556,-0.6883215313368853,1.8524768686984057,0.38336166383361664,0.19208079192080793,24,14,-0.9348729607604799,0.5,17,13,1.2067809661802573,0.6153846153846154,4,2.8397503942251205,0.0,0.03853773037977717,1.0
443,delta,11,8,45,19,1.0185560014512804,1.9855543793293464,10.268392750654334,2.35573085856252,0.19336564421952215,0.5789473684210527,0.4888888888888889,-2.2002174523838773,6.742868269640101,0.4326567343265673,0.2141785821417858,24,14,4.106610616048178,0.6428571428571429,17,13,-0.9467103297893817,0.46153846153846156,4,6.044672012329102,0.0,0.038164271885432005,1.0
444,delta,8,13,45,19,-0.6226354969872369,-1.7973099905147887,8.700587486523368,1.9960516633257848,-0.20657340591065862,0.47368421052631576,0.4888888888888889,-5.672667641388742,2.053081897371693,0.38846115388461155,0.1897810218978102,24,14,-0.010686161972227508,0.42857142857142855,17,13,0.14388317328232986,0.6153846153846154,4,-9.611630201339722,0.0,0.03805299582564764,1.0
445,delta,10,6,45,19,-0.35517186323801675,0.307640405600531,5.758310016281195,1.3210469182393567,0.05342546766858689,0.42105263157894735,0.5111111111111111,-2.1159157149362984,2.9685531987563527,0.823917608239176,0.41285871412858716,24,14,0.9482107488881973,0.5,17,13,1.2898227312625983,0.5384615384615384,4,-3.8408454060554504,1.0,0.037960200711890685,1.0
446,delta,20,5,45,19,2.033974011739095,4.008434295654298,22.3382721689345,5.124751103036453,0.17944245039814527,0.6842105263157895,0.5555555555555556,-6.258408718882946,12.998184595087116,0.46715328467153283,0.23117688231176883,24,14,-0.41383723985581106,0.35714285714285715,17,13,9.695758685087547,0.6153846153846154,4,15.37460744380951,0.0,0.0377773579785569,1.0
447,delta,1,21,45,19,-0.4503096878528595,-0.25916619415868797,1.6442108337855257,0.3772078350708346,-0.15762345608804945,0.5263157894736842,0.5777777777777777,-0.9568682519098123,0.4848458282649515,0.5041495850414959,0.24927507249275072,24,14,-0.021975895123822347,0.5714285714285714,17,13,-0.4618048622057988,0.5384615384615384,4,-1.568530797958374,0.08479460523453326,0.037722954318890604,1.0
448,delta,6,6,45,19,0.997717899746365,0.7383206570357606,4.134288723262711,0.9484708814801025,0.1785846868607402,0.6842105263157895,0.5777777777777777,-1.1411667094157452,2.443977957937801,0.44465553444655537,0.21607839216078392,24,14,1.7414145022630692,0.6428571428571429,17,13,-0.0978725751241048,0.5384615384615384,4,-0.06121683120727539,0.0,0.037596776181208456,1.0
449,delta,13,30,45,19,-2.394394286473592,-1.7079532585645973,8.706919089824407,1.9975042327436698,-0.1961604605423113,0.5263157894736842,0.6222222222222222,-5.4319541234196285,2.154259630985427,0.40415958404159585,0.20257974202579743,24,14,-9.512657171203978,0.7857142857142857,17,13,9.485926408034105,0.7692307692307693,4,3.363196849822998,0.0,0.037425351024519916,1.0
450,delta,3,26,45,19,-0.8081125921673245,-0.5665092677400824,3.0951362394887654,0.7100729518116858,-0.18303209419746083,0.631578947368421,0.6666666666666666,-1.827942329187665,0.8232266957822594,0.42485751424857515,0.2126787321267873,24,14,0.4868756741994904,0.42857142857142855,17,13,-1.779265291415728,0.6923076923076923,4,0.5756826251745224,0.0,0.037328913948166356,1.0
451,delta,3,22,45,19,-0.6905999706851111,-0.6924913817068985,3.664323636973106,0.840653496315431,-0.1889820469785052,0.5789473684210527,0.6,-2.2944373135471294,0.8946891425961719,0.4203579642035796,0.21127887211278873,24,14,-1.81647733989216,0.6428571428571429,17,13,0.40013908308285934,0.5384615384615384,4,-0.990315780043602,0.0,0.03729908821944182,1.0
452,delta,1,6,45,19,-0.026450875401496887,-0.24609492862956564,1.3058396895990454,0.29958017070667153,-0.1884572283946496,0.5789473684210527,0.5777777777777777,-0.818976487941517,0.32093917792172805,0.41705829417058293,0.21457854214578542,24,14,0.2943177269328208,0.5,17,13,-0.2202200587743368,0.6153846153846154,4,-1.5509976744651794,0.0,0.03719550560420716,1.0
453,delta,2,10,45,19,-0.11361449625757006,-0.16465844449244046,1.0684298543883057,0.24511461913371058,-0.15411254544802122,0.42105263157894735,0.6444444444444445,-0.6423924727398052,0.2995022112863104,0.5097490250974902,0.25447455254474555,24,14,-0.34271577852112906,0.7142857142857143,17,13,-0.019401220939098282,0.5384615384615384,4,0.021138206124305725,0.11782706316036527,0.03705189240676036,1.0
