metric,layer,sv_rank,n_events,n_rollouts,event_weighted_mean,rollout_weighted_mean,rollout_sd,rollout_se,standardized_rollout_effect,rollout_consistency,event_consistency,bootstrap_ci_low,bootstrap_ci_high,permutation_p_two_sided,permutation_p_directional,correct_n_events,correct_n_rollouts,correct_rollout_weighted_mean,correct_rollout_consistency,incorrect_n_events,incorrect_n_rollouts,incorrect_rollout_weighted_mean,incorrect_rollout_consistency,ambiguous_n_events,ambiguous_rollout_weighted_mean,status_preservation_ratio,rank_score,permutation_p_holm
delta,22,11,45,19,-9.749586417939927,-2.8127730865227565,78.95530781848126,18.11358988615298,-0.035624876455289604,0.5789473684210527,0.5777777777777777,-36.979102582732835,33.02676722919732,0.8773122687731227,0.42705729427057293,24,14,-38.59297155482428,0.7857142857142857,17,13,7.559830396603316,0.5384615384615384,4,39.78110408782959,0.0,0.00703122561617558,1.0
delta,22,12,45,19,6.003598986731635,5.587976873966685,30.22402845508631,6.933867668548366,0.18488524394656933,0.5263157894736842,0.5777777777777777,-7.606441973385059,18.506268232956245,0.42945705429457054,0.21777822217778223,24,14,10.212534421966192,0.7142857142857143,17,13,3.3052277442736506,0.5384615384615384,4,-33.285287857055664,0.5914891594616424,0.09786700526531308,1.0
delta,22,13,45,19,8.387424267662896,4.934865411959195,39.193526564687616,8.991611659813167,0.12591021641837621,0.5263157894736842,0.6222222222222222,-13.022388661848872,21.02310789603936,0.5962403759624038,0.3006699330066993,24,14,14.620933282943001,0.7142857142857143,17,13,-4.987925737332076,0.6153846153846154,4,23.330429553985596,0.0,0.02402234392192704,1.0
delta,22,14,45,19,2.0811523543463815,1.6348548228280584,32.67681715313532,7.496575987740699,0.050031030108181614,0.631578947368421,0.4222222222222222,-12.73866075172759,16.126178100130016,0.824017598240176,0.4146585341465853,24,14,-19.013085456121537,0.6428571428571429,17,13,18.768135119707157,0.6153846153846154,4,27.351614475250244,0.0,0.010203696929958091,1.0
delta,22,15,45,19,-1.752344889110989,-6.638380443840697,43.33295207610187,9.941261001316793,-0.1531947427025579,0.5789473684210527,0.4,-26.991364823726187,10.704442168223222,0.5455454454554545,0.27687231276872315,24,14,1.5528287149610966,0.5,17,13,-0.31437420233702057,0.3076923076923077,4,-22.095781803131104,0.0,0.030235804480768007,1.0
delta,22,16,45,19,-11.172055392795139,-3.0816658086944035,88.43094471877042,20.287450079523794,-0.03484827419287184,0.5263157894736842,0.5111111111111111,-40.741220328682346,36.28991385761061,0.8798120187981202,0.43215678432156784,24,14,-42.16056819189163,0.7857142857142857,17,13,31.36972070351625,0.6923076923076923,4,11.572202682495117,0.0,0.006648683892061074,1.0
delta,22,17,45,19,1.9310488171047635,6.618422600260954,72.21886102832748,16.56814300210986,0.0916439626161497,0.47368421052631576,0.5555555555555556,-25.070993022960533,38.747109588823825,0.6951304869513049,0.33696630336966304,24,14,-1.1253925618671243,0.5714285714285714,17,13,11.312660559629784,0.6153846153846154,4,-38.92769718170166,0.0,0.01688178258718547,1.0
delta,22,18,45,19,-0.9952328787909613,-9.106196871975012,55.77307986351781,12.795222047110387,-0.16327226135366324,0.5263157894736842,0.5333333333333333,-33.8211045662562,14.039092197334543,0.48885111488851113,0.24017598240175983,24,14,17.442552702767507,0.6428571428571429,17,13,-23.09034567612868,0.6153846153846154,4,-31.859145402908325,0.0,0.031150628810896273,1.0
delta,22,19,45,19,-8.469308450486924,-16.464946445665863,55.91275353641155,12.827265385279702,-0.2944756858548121,0.6842105263157895,0.5333333333333333,-41.11705218407146,7.578642228193445,0.21707829217078292,0.10968903109689031,24,14,-12.368733315240771,0.7142857142857143,17,13,-7.186073816739595,0.46153846153846156,4,1.683751106262207,0.4364468381633404,0.1431672909214218,1.0
delta,22,20,45,19,-3.8782896094852024,1.1413299472708445,39.60696098908794,9.08646002169432,0.028816397894937982,0.47368421052631576,0.4,-15.908772253101334,19.58669531993698,0.9028097190280971,0.45455454454554545,24,14,5.6796992733365,0.5,17,13,-9.468707812138092,0.5384615384615384,4,-13.587849855422974,0.0,0.0053082838227517335,1.0
delta,22,21,45,19,-11.168607934315999,3.7748405849724485,70.56993857488689,16.18985424735814,0.0534907732839627,0.3684210526315789,0.3333333333333333,-23.1212475341663,38.47104181260392,0.8657134286571343,0.43415658434156584,24,14,-18.04418819291251,0.6428571428571429,17,13,-3.5861581533383107,0.5384615384615384,4,38.552635192871094,0.0,0.009149737535414672,1.0
delta,22,22,45,19,-23.84959225124783,-21.491251652700864,87.9430406167227,20.175517201894056,-0.24437694560010723,0.7894736842105263,0.6666666666666666,-55.107672831259286,20.982778063782447,0.3084691530846915,0.1586841315868413,24,14,-54.03066005025591,0.8571428571428571,17,13,-1.5012863110273298,0.6923076923076923,4,-20.312337398529053,0.06985569455367943,0.06611888499815444,1.0
delta,22,23,45,19,-9.663280296325684,-13.459508360477917,42.149813280489965,9.669830346250755,-0.31932545634094106,0.42105263157894735,0.5333333333333333,-32.20421705455111,4.209120895569781,0.18448155184481552,0.09269073092690731,24,14,-18.27893833887009,0.5714285714285714,17,13,-12.78249689248892,0.46153846153846156,4,6.088695526123047,0.949700133923394,0.21832977001334736,1.0
delta,22,24,45,19,-18.278524038526747,-16.380511032907588,28.729491876803618,6.5909974626452446,-0.5701636180392499,0.631578947368421,0.5777777777777777,-29.151406435380906,-3.8998915408786994,0.0235976402359764,0.0100989901009899,24,14,-25.629016297204153,0.6428571428571429,17,13,-18.09443913973295,0.6153846153846154,4,9.412765502929688,1.0,0.4651334778741249,1.0
delta,22,25,45,19,-7.514000436994764,-20.04478903402362,77.24850121987271,17.722021597758083,-0.25948450413257934,0.5263157894736842,0.4888888888888889,-55.37343560509514,11.388031063058905,0.29187081291870814,0.1464853514648535,24,14,9.65237756002517,0.6428571428571429,17,13,-21.09641588651217,0.6923076923076923,4,-64.70128858089447,0.0,0.04950691197266316,1.0
delta,22,26,45,19,6.551939201354981,11.654674153578906,62.44646623560444,14.326201879064447,0.18663464654039758,0.5789473684210527,0.5333333333333333,-14.727278951594705,39.48533080377076,0.42915708429157085,0.2151784821517848,24,14,-13.349191506703695,0.5714285714285714,17,13,25.53856817881266,0.6153846153846154,4,17.367164611816406,0.0,0.036835785501394255,1.0
delta,22,27,45,19,14.242018678453233,11.858846978137368,49.302876701188,11.310855640332864,0.2405305282693904,0.5263157894736842,0.5555555555555556,-10.15009234965893,33.28851293043086,0.30426957304269575,0.1548845115488451,24,14,21.039047570455644,0.5714285714285714,17,13,13.382000923156738,0.6923076923076923,4,3.677035331726074,1.0,0.18356277157400844,1.0
delta,22,28,45,19,14.918071132236056,24.753412037564992,58.56365592889197,13.435424103069826,0.4226753204687324,0.6842105263157895,0.6,-1.3957602655678476,50.65870068805258,0.08869113088691132,0.0458954104589541,24,14,45.649327028365356,0.7857142857142857,17,13,-5.820834575555263,0.5384615384615384,4,20.43604850769043,0.0,0.08898427799341735,1.0
delta,22,29,45,19,-0.1369286855061849,-3.673706506427965,47.86541343413405,10.981078950009708,-0.0767507526386088,0.5789473684210527,0.4666666666666667,-25.88600070476532,16.96216169491149,0.7497250274972502,0.37336266373362664,24,14,-37.02365328016736,0.5714285714285714,17,13,43.60435847747021,0.6153846153846154,4,10.340338706970215,0.0,0.015148174862883316,1.0
delta,22,30,45,19,-3.753820376925998,-9.982996271367659,57.642663952933844,13.224134053016494,-0.17318762851624858,0.5263157894736842,0.5111111111111111,-34.51689073579353,15.083987234349836,0.46355364463553644,0.23247675232476753,24,14,-8.719268685295466,0.5714285714285714,17,13,6.217792584345891,0.6923076923076923,4,-29.63147735595703,0.0,0.033042376493231634,1.0
delta,22,31,45,19,-16.916784879896376,-21.84400493220279,39.60759907056755,9.086606407625235,-0.5515104536703689,0.6842105263157895,0.6,-39.54918881131892,-4.925950263257616,0.023997600239976002,0.0115988401159884,24,14,-46.86528419312977,0.7142857142857143,17,13,23.4815119718894,0.6153846153846154,4,-14.721376895904541,0.0,0.11610746393060396,1.0
delta,22,32,45,19,16.1437878396776,28.69887318109211,76.82503803299811,17.62487247997408,0.37356145751291775,0.631578947368421,0.5333333333333333,-1.0376660382538514,65.24271843621604,0.12618738126187382,0.06239376062393761,24,14,1.2391983668009436,0.5714285714285714,17,13,26.65690909899198,0.6923076923076923,4,81.94528913497925,0.043179338748999166,0.08605597301072251,1.0
anchor,0,1,58,20,-0.10109613476128414,-0.12448966006437936,0.3141038662120016,0.07023575968455349,-0.3963327849659647,0.65,0.6206896551724138,-0.2683048394074043,-0.0028188126906752648,0.08149185081491851,0.040195980401959805,32,14,-0.04856805858157931,0.5714285714285714,21,16,-0.08961031213402748,0.625,5,-0.2724885046482086,0.3901372897673792,0.17741735976601342,1.0
anchor,0,2,58,20,0.023479989376561396,0.030805785953998566,0.11146412305674244,0.024924135620727775,0.27637400366319154,0.55,0.5,-0.017777184760198,0.07778206636197864,0.23927607239276072,0.12098790120987901,32,14,0.03806088510013762,0.6428571428571429,21,16,0.0042158771927158015,0.5,5,-0.0028035566210746765,0.13685342094537872,0.07553192377934394,1.0
anchor,0,3,58,20,-0.0694983447420186,-0.06887386937936148,0.22523080937246936,0.05036314003841382,-0.3057923983457484,0.7,0.5862068965517241,-0.16591581378132106,0.02834133271127934,0.18948105189481051,0.09479052094790522,32,14,-0.08451883565811884,0.8571428571428571,21,16,-0.017324399203062057,0.375,5,-0.07050289213657379,0.2515380558574139,0.11401638082558574,1.0
anchor,0,4,58,20,-0.12460435875530901,-0.11580323676268259,0.24784043738759481,0.055418806557194236,-0.4672491623373761,0.6,0.6551724137931034,-0.21960357626279195,-0.010438693836331375,0.051994800519948,0.024897510248975102,32,14,-0.12759251253945486,0.5,21,16,-0.141643817226092,0.8125,5,0.17577242851257324,1.0,0.37379932986990094,1.0
anchor,0,5,58,20,0.08390462604062311,0.07719467182954151,0.17383074100136206,0.03886973534582054,0.44407951887483843,0.75,0.5689655172413793,0.004329020058115322,0.15512045959010715,0.06129387061293871,0.028897110288971104,32,14,0.1298780185835702,0.6428571428571429,21,16,0.07607622460151711,0.625,5,-0.03950764611363411,0.9855113416312706,0.3843471901033564,1.0
anchor,0,6,58,20,0.06480806860430487,0.059846464792887355,0.2910103675990875,0.06507189641087618,0.20565062779940288,0.55,0.603448275862069,-0.06479789443314075,0.18764774709939944,0.37916208379162086,0.19048095190480951,32,14,0.07581319979258946,0.5714285714285714,21,16,0.04929680128892262,0.6875,5,0.06992286443710327,0.8237211915444913,0.13830785011157246,1.0
anchor,0,7,58,20,0.14736755963029533,0.11479285980264346,0.32414293280454265,0.07248056321771039,0.3541427197237808,0.7,0.6724137931034483,-0.028600182253867398,0.2475194019141296,0.1307869213078692,0.06679332066793321,32,14,0.2478826975538617,0.9285714285714286,21,16,0.044330072278777756,0.5625,5,0.10734137892723083,0.3861744742224544,0.1624403880418171,1.0
anchor,0,8,58,20,-0.03842972578673527,-0.00978701536854108,0.19189512617684798,0.04290905466823314,-0.05100189652300756,0.55,0.603448275862069,-0.08770034350765248,0.0726171945625295,0.818018198180182,0.41125887411258877,32,14,-0.07534378270308176,0.6428571428571429,21,16,-0.01021379108230273,0.625,5,0.045582305639982224,1.0,0.03952646980533086,1.0
anchor,0,9,58,20,-0.04145110064539416,0.007825130472580589,0.637947782133517,0.14264946069457698,0.012266098718002685,0.5,0.3620689655172414,-0.23742024632170802,0.3046423741430044,0.96000399960004,0.48785121487851213,32,14,-0.15687446083341325,0.6428571428571429,21,16,0.07975514108935992,0.4375,5,-0.13442283868789673,0.0,0.002299893509625503,1.0
anchor,0,10,58,20,-0.003116393911427465,0.02939252307017644,0.2915621552201916,0.06519527987386935,0.10081048772594928,0.45,0.4482758620689655,-0.08754937967906395,0.1583111501360933,0.6687331266873313,0.3257674232576742,32,14,-0.08724663087299891,0.6428571428571429,21,16,0.04544788847366969,0.5625,5,0.11927758157253265,0.0,0.018271900900328306,1.0
anchor,0,11,58,20,0.10281784164494481,0.07953159213066101,0.34620274920851535,0.07741328812275518,0.22972547824211448,0.6,0.6551724137931034,-0.0709910976390044,0.2232377250927189,0.31326867313268675,0.15178482151784822,32,14,0.21189213934398834,0.7142857142857143,21,16,-0.05972127554317315,0.4375,5,0.07194192707538605,0.0,0.0459450956484229,1.0
anchor,0,12,58,20,-0.08443468924740265,-0.08453632341697813,0.3337930357290202,0.07463839183061052,-0.25325969798125564,0.4,0.5862068965517241,-0.23805550468309475,0.044363073462930745,0.2943705629437056,0.146985301469853,32,14,-0.19645821360782498,0.5714285714285714,21,16,-0.0020174948343386276,0.4375,5,0.13932539895176888,0.023865419653836487,0.04749362535792618,1.0
anchor,0,13,58,20,-0.20400644581893396,-0.2172692358493805,0.2920594607253748,0.06530648076538681,-0.7439212388797773,0.85,0.7241379310344828,-0.3492085046569506,-0.09283241733908654,0.004199580041995801,0.0021997800219978004,32,14,-0.3077868790853591,0.7857142857142857,21,16,-0.12378853062788645,0.6875,5,0.13478827476501465,0.5697471625191405,0.4660756531398981,1.0
anchor,0,14,58,20,0.02435375775756507,0.010357434364656606,0.24471934860399272,0.054720909888799595,0.04232372480451927,0.6,0.5689655172413793,-0.10036770716619987,0.107756795551007,0.8553144685531446,0.42895710428957107,32,14,0.1180390300495284,0.7857142857142857,21,16,-0.015199020815392338,0.5625,5,-0.30554465018212795,0.0,0.008464744960903854,1.0
anchor,0,15,58,20,0.03558200803296319,0.05794678429762523,0.3402076209034693,0.07607273668036357,0.17032770795592225,0.5,0.4482758620689655,-0.08094976964096227,0.20991914351781196,0.45065493450654937,0.23107689231076892,32,14,-0.02407961090405781,0.5714285714285714,21,16,0.13301700229446092,0.625,5,-0.020933136343955994,0.0,0.031936445241735424,1.0
anchor,0,16,58,20,0.22005042202513794,0.25326658437649413,0.4274348041054438,0.09557732779290785,0.5925268179940159,0.8,0.6551724137931034,0.09168482310759525,0.45269763310439887,0.0028997100289971,0.0015998400159984002,32,14,0.1909362091017621,0.7857142857142857,21,16,0.1201114202849567,0.8125,5,0.353035407140851,0.4742489838549121,0.32299707195345495,1.0
anchor,0,17,58,20,0.19339094079774002,0.15575514038403826,0.5882924619829177,0.13154619356445146,0.26475800804763827,0.6,0.5689655172413793,-0.08509689272691802,0.41032818853855124,0.25037496250374963,0.1217878212178782,32,14,0.26799220414388747,0.5714285714285714,21,16,0.10384587943553925,0.625,5,0.33462630212306976,0.6667252148435759,0.15886410548779897,1.0
anchor,0,18,58,20,0.2769090872386406,0.2439908192803463,0.5619714698098937,0.1256606407910393,0.43416940607836313,0.65,0.7586206896551724,-0.0015536796736220393,0.4814389108835407,0.06359364063593641,0.031196880311968805,32,14,0.2697737912336985,0.7857142857142857,21,16,0.29080976980427903,0.625,5,0.33685149997472763,1.0,0.3581897600146496,1.0
anchor,0,19,58,20,0.4288490478848589,0.3944209030518929,0.3644318041071566,0.08148942871464891,1.0822900158733633,0.95,0.8275862068965517,0.24778089997048178,0.5557090693184483,0.00019998000199980003,0.00019998000199980003,32,14,0.6285088126148496,1.0,21,16,0.0693911206908524,0.625,5,0.36523542553186417,0.17593165107104577,0.4030448233900459,0.1431856814318568
anchor,0,20,58,20,-0.001933419498903998,0.07912679513295492,0.4094710488254776,0.09156050999919033,0.19324148889139142,0.55,0.41379310344827586,-0.08629246951391299,0.2646788290391366,0.4006599340065993,0.19928007199280073,32,14,-0.21568466793923152,0.9285714285714286,21,16,0.1728995479643345,0.625,5,0.3919774740934372,0.0,0.03744053847270709,1.0
anchor,0,21,58,20,-0.07999960223919358,-0.06650966851351162,0.2862666459893749,0.06401116801231098,-0.23233467623741327,0.55,0.5517241379310345,-0.19266192450731373,0.05521243882443133,0.3110688931106889,0.1531846815318468,32,14,-0.10852153696829363,0.6428571428571429,21,16,0.005350083772403501,0.5,5,-0.15413689240813255,0.0,0.045014843520998826,1.0
anchor,0,22,58,20,-0.13162347366069926,-0.1510143756866455,0.3127576112267261,0.06993472791834109,-0.48284796361733073,0.6,0.5689655172413793,-0.2832715586448709,-0.018418699310471628,0.04509549045095491,0.023397660233976603,32,14,-0.12397664501553489,0.5714285714285714,21,16,-0.05802834903200467,0.5,5,-0.33094946295022964,0.38425711968252196,0.20789225336996617,1.0
anchor,0,23,58,20,-0.10772474469809697,-0.06335793485244115,0.2666042124095784,0.05961451420356102,-0.23764791366126542,0.7,0.6206896551724138,-0.17796567837397256,0.054296882649262725,0.30696930306969306,0.1536846315368463,32,14,-0.18715643457004003,0.7142857142857143,21,16,-0.06468626360098521,0.5625,5,0.2663841098546982,1.0,0.2020007266120756,1.0
anchor,0,24,58,20,0.11512114878358512,0.1369267026583354,0.34738768036982415,0.0776782467852896,0.39416107822984714,0.7,0.6379310344827587,-0.016004128803809487,0.27959943088392414,0.09509049095090491,0.049295070492950704,32,14,0.19826111907050725,0.7857142857142857,21,16,-0.009366447726885475,0.4375,5,0.047738105058670044,0.0,0.08375922912384251,1.0
anchor,0,25,58,20,0.005666490258841679,-0.007229395707448324,0.25737817206736596,0.05755150886672678,-0.028088612369024473,0.4,0.43103448275862066,-0.12661246620118616,0.09544544284542399,0.9131086891310869,0.46015398460153983,32,14,0.1090713483946664,0.7857142857142857,21,16,-0.06676173210144043,0.5625,5,0.06103247404098511,0.0,0.004915507164579283,1.0
anchor,0,26,58,20,-0.0347322937229584,-0.014110878047843773,0.34071327862533235,0.07618580518430693,-0.04141569740039658,0.6,0.5172413793103449,-0.15382664643072833,0.13496984879175808,0.8527147285271472,0.42175782421757824,32,14,-0.14266842497246607,0.5714285714285714,21,16,-0.02474995454152425,0.5625,5,0.32765327394008636,1.0,0.03313255792031727,1.0
anchor,0,27,58,20,0.28362692224568337,0.268481366833051,0.3798823361334657,0.08494427270458539,0.7067487516416775,0.9,0.7241379310344828,0.11236706028381983,0.43824975840747343,0.0029997000299970002,0.0020997900209979003,32,14,0.48992598624456496,0.9285714285714286,21,16,0.06551191459099451,0.625,5,0.09161506593227386,0.24400916668355457,0.2907257149490923,1.0
anchor,0,28,58,20,0.09990363490992579,0.07565755024552345,0.3018758419857144,0.06750149034450424,0.25062472620483417,0.7,0.6206896551724138,-0.06048834592103958,0.195847968061765,0.281971802819718,0.13878612138786123,32,14,0.14901278983978997,0.7142857142857143,21,16,0.010506125787893932,0.4375,5,-0.18754597008228302,0.1388642079184366,0.0754445419253982,1.0
anchor,0,29,58,20,-0.25295065497529917,-0.2713524552683036,0.3991070848815982,0.08924305720970321,-0.679898868116573,0.8,0.7068965517241379,-0.44746333587914705,-0.10533564446493983,0.004399560043995601,0.0021997800219978004,32,14,-0.2926343494937533,0.7857142857142857,21,16,-0.0974994997183482,0.5,5,-0.3430924564599991,0.35930944358673367,0.3178757520250246,1.0
anchor,0,30,58,20,0.27739969872195147,0.25431434536973635,0.4681260782702374,0.1046761733052638,0.5432603676117507,0.8,0.7586206896551724,0.060173837430775166,0.46206884229555717,0.0230976902309769,0.011998800119988001,32,14,0.2771371085019339,0.7857142857142857,21,16,0.27239030754814547,0.8125,5,0.07286812365055084,1.0,0.48893433085057564,1.0
anchor,0,31,58,20,0.16319444261748214,0.17830451726913452,0.32563093004439114,0.07281328951557371,0.5475662807732282,0.65,0.6379310344827587,0.051310055106878284,0.32995512863000226,0.016698330166983303,0.008399160083991601,32,14,0.1959571327481951,0.6428571428571429,21,16,0.10726888477802277,0.625,5,0.14297443628311157,0.6016049756950919,0.31676330356302174,1.0
anchor,0,32,58,20,0.019013926772208048,-0.016339947966237865,0.35032473988813984,0.07833499325898127,-0.04664228958381666,0.45,0.46551724137931033,-0.17399250526446847,0.12499565431149677,0.8344165583441656,0.42115788421157885,32,14,0.07356558713529791,0.7142857142857143,21,16,0.09488918632268906,0.5,5,-0.32938822358846664,0.0,0.008453914987066768,1.0
anchor,1,1,58,20,-0.16058694699714923,-0.1762123574813207,0.390609461625706,0.0873429308849674,-0.45112157997384306,0.65,0.5689655172413793,-0.3513263197491567,-0.02902155521015338,0.0390960903909609,0.020097990200979902,32,14,-0.12570121600514364,0.6428571428571429,21,16,-0.09548232580224672,0.4375,5,-0.3380667120218277,0.541859419889824,0.24429384639970722,1.0
anchor,1,2,58,20,-0.057488848872739695,-0.058887953963130714,0.2466983443962064,0.055163426800657174,-0.23870429332332505,0.5,0.5862068965517241,-0.16419190431789804,0.04398006834167365,0.30296970302969706,0.1533846615338466,32,14,-0.04777973371424845,0.5714285714285714,21,16,-0.03888888121582568,0.4375,5,0.1723627895116806,0.660387712573164,0.13342808251328955,1.0
anchor,1,3,58,20,0.11119401865992053,0.11545698046684265,0.36578274267394784,0.08179150776152605,0.3156435965864003,0.65,0.6206896551724138,-0.03788128520051638,0.27354217082262033,0.1780821917808219,0.09109089091090891,32,14,0.07280422960008893,0.7142857142857143,21,16,0.23882487416267395,0.8125,5,-0.39889955520629883,0.6305745162025705,0.18825551687582606,1.0
anchor,1,4,58,20,0.05035981278994988,0.014184752106666565,0.27684831490594974,0.06190516515859719,0.05123654847415407,0.55,0.6206896551724138,-0.10874485193441315,0.12666346493487557,0.8287171282871713,0.41685831416858316,32,14,0.08227799832820892,0.5714285714285714,21,16,-0.0012693119545777592,0.375,5,0.10628354549407959,0.0,0.009927081266867352,1.0
anchor,1,5,58,20,0.0343189537525177,0.037918180227279684,0.4375242069525256,0.09783338685475333,0.08666533102565928,0.55,0.5517241379310345,-0.15894656512886288,0.2179297389710943,0.6970302969703029,0.3431656834316568,32,14,0.05246999008314951,0.5714285714285714,21,16,-0.03655974318583807,0.5,5,0.4114302396774292,0.0,0.016791407886221486,1.0
anchor,1,6,58,20,0.015616351160509833,0.0020083665847778266,0.42132092381997904,0.09421022260044834,0.004766833240961839,0.6,0.5172413793103449,-0.18002751926581062,0.17519529561201727,0.9825017498250175,0.4901509849015098,32,14,0.08862891083671931,0.7142857142857143,21,16,0.013930728038152061,0.5,5,-0.38880568742752075,1.0,0.0038134665927694713,1.0
anchor,1,7,58,20,-0.05885680019855499,-0.022975070774555212,0.3942828855882447,0.08816433345400873,-0.058270525083222634,0.55,0.5344827586206896,-0.18402803652609392,0.1509481634696324,0.7968203179682032,0.39446055394460555,32,14,-0.21293045722302936,0.5,21,16,-0.05813641039033732,0.5625,5,0.4704447463154793,1.0,0.04515965693949754,1.0
anchor,1,8,58,20,0.25094643954573004,0.2243795871734619,0.40080658825094806,0.08962307771588883,0.5598201071310138,0.7,0.6379310344827587,0.057932870934406897,0.40076792473594336,0.0212978702129787,0.010498950104989501,32,14,0.49085727759769987,0.9285714285714286,21,16,0.03327928980191548,0.625,5,-0.2833278775215149,0.14831692232407998,0.17189390479765598,1.0
anchor,1,9,58,20,-0.09147489661800451,-0.15069189183413984,0.8588860884284113,0.1920527678654823,-0.1754503814468292,0.4,0.41379310344827586,-0.5483259286917747,0.19068564093050852,0.47055294470552944,0.24027597240275972,32,14,0.1079166057918753,0.6428571428571429,21,16,-0.1686672146121661,0.375,5,-0.28067489713430405,0.0,0.03070381675319511,1.0
anchor,1,10,58,20,0.09685872341024465,0.034821363290150974,0.5555184266816218,0.12421769648138391,0.06268264312698985,0.65,0.6206896551724138,-0.21244482403000198,0.253184802159667,0.783921607839216,0.39016098390160986,32,14,0.2127755568141029,0.6428571428571429,21,16,0.08188324918349583,0.6875,5,-0.2131226658821106,1.0,0.05171318057976662,1.0
anchor,1,11,58,20,0.11370501230502951,0.11709224979082741,0.4210558453571822,0.09415094925422986,0.278091970654149,0.65,0.6206896551724138,-0.06648638683060806,0.29683952453235773,0.23317668233176683,0.11918808119188082,32,14,0.2207980269477481,0.7142857142857143,21,16,0.031980623801549285,0.5625,5,-0.11831003427505493,0.2731233182271175,0.10435263630954669,1.0
anchor,1,12,58,20,-0.20134564296438776,-0.13021238005409635,0.6315952661031308,0.1412289949273669,-0.20616427488048095,0.7,0.7068965517241379,-0.3744895907553534,0.16208795958819489,0.3798620137986201,0.18938106189381063,32,14,-0.42007538764959296,0.7857142857142857,21,16,0.06096251914277673,0.5,5,0.009188368916511536,0.0,0.0438099084121022,1.0
anchor,1,13,58,20,0.057471279440255,0.0449252188205719,0.5045713796743645,0.11282559044527346,0.08903639926934681,0.6,0.603448275862069,-0.17939313436547916,0.2510580225040515,0.6970302969703029,0.3488651134886511,32,14,0.06480655783698674,0.7142857142857143,21,16,-0.08410378793875377,0.5625,5,0.44970500469207764,0.0,0.017807279853869363,1.0
anchor,1,14,58,20,-0.373191695788811,-0.34405816545089085,0.684932984954439,0.1531556714389966,-0.502323837526641,0.8,0.7241379310344828,-0.6332827092458805,-0.05307358379165333,0.0357964203579642,0.0160983901609839,32,14,-0.6647752693721226,0.9285714285714286,21,16,0.09614530578255653,0.5625,5,0.0715646743774414,0.0,0.11302286344349423,1.0
anchor,1,15,58,20,0.4637486893555214,0.45486122469107315,1.0536323899388178,0.2355993647198762,0.43170770852772095,0.7,0.5689655172413793,0.0012708688030640051,0.9113166656096776,0.06569343065693431,0.033996600339966,32,14,0.7446220829373315,0.7142857142857143,21,16,0.17014298836390176,0.4375,5,0.6404869854450226,0.37405472071060203,0.19468285835513427,1.0
anchor,1,16,58,20,-0.12231970572009168,-0.0867245855430762,0.47859929923017397,0.10701805670624318,-0.18120499900976145,0.55,0.5517241379310345,-0.286359403373984,0.12595881118439128,0.4183581641835816,0.21147885211478853,32,14,-0.23114478086964005,0.6428571428571429,21,16,0.07657696508492032,0.5625,5,-0.2588733173906803,0.0,0.03510846855814128,1.0
anchor,1,17,58,20,0.2357589417490466,0.27967930808663366,0.4579889907276293,0.10240945162134998,0.6106681901726363,0.75,0.6896551724137931,0.08696607086186606,0.4850045454377928,0.011898810118988102,0.0053994600539946005,32,14,0.217600995586032,0.6428571428571429,21,16,0.17890003820260364,0.625,5,0.6163487955927849,0.639661330065889,0.38992858415807397,1.0
anchor,1,18,58,20,0.30040010809898376,0.3192933343350888,0.43283460002583174,0.0967847588671692,0.7376797841855369,0.75,0.6551724137931034,0.137768889075766,0.5061185619359215,0.0030996900309969004,0.0018998100189981002,32,14,0.26069318538620356,0.7142857142857143,21,16,0.154694352298975,0.625,5,0.6443257033824921,0.48448976431380153,0.395910090301875,1.0
anchor,1,19,58,20,-0.24598460207725392,-0.17928783198197684,0.6359587218850821,0.14220469330189267,-0.28191740408959154,0.7,0.7758620689655172,-0.44148251074055833,0.10557368608812491,0.22417758224177584,0.1110888911108889,32,14,-0.3594492773214976,0.8571428571428571,21,16,-0.12189835496246815,0.625,5,-0.40103433281183243,0.6799031123022456,0.18210123015762367,1.0
anchor,1,20,58,20,-0.2904947913926223,-0.3352639744679133,0.7583112352047067,0.16956354700195556,-0.44211922348402044,0.6,0.6379310344827587,-0.6629303794602553,-0.018340377410252975,0.059994000599940006,0.028697130286971302,32,14,-0.10600568850835167,0.5,21,16,-0.25026167680819833,0.6875,5,-0.4455636441707611,0.31618574192646226,0.17229892151515191,1.0
anchor,1,21,58,20,0.010117720941017413,0.056068457663059235,0.7148354740829858,0.15984207127778452,0.07843547179158349,0.35,0.4482758620689655,-0.22440911152710513,0.3873791531100869,0.7467253274672533,0.37196280371962803,32,14,-0.2702734924498058,0.7857142857142857,21,16,0.16976773738861084,0.5625,5,0.2966596335172653,0.0,0.013235985864829714,1.0
anchor,1,22,58,20,0.07890831602030787,0.11840340495109555,0.5387137699755291,0.12046006100804682,0.21978908197663852,0.5,0.5172413793103449,-0.11282040168841681,0.3525059284518162,0.3384661533846615,0.16878312168783122,32,14,-0.02354966316904342,0.6428571428571429,21,16,0.1001276895403862,0.5625,5,0.12864425778388977,0.0,0.041210452870619724,1.0
