metric,layer,sv_rank,n_events,n_rollouts,event_weighted_mean,rollout_weighted_mean,rollout_sd,rollout_se,standardized_rollout_effect,rollout_consistency,event_consistency,bootstrap_ci_low,bootstrap_ci_high,permutation_p_two_sided,permutation_p_directional,correct_n_events,correct_n_rollouts,correct_rollout_weighted_mean,correct_rollout_consistency,incorrect_n_events,incorrect_n_rollouts,incorrect_rollout_weighted_mean,incorrect_rollout_consistency,ambiguous_n_events,ambiguous_rollout_weighted_mean,status_preservation_ratio,rank_score,permutation_p_holm
delta,0,12,45,19,-0.1851452824142244,-0.15249610705333844,0.48407492602473867,0.11105440440230331,-0.3150258335122797,0.5263157894736842,0.5555555555555556,-0.36405313910360926,0.05782831973281852,0.1877812218778122,0.09069093090690931,24,14,-0.15601730417637596,0.5,17,13,-0.45981716956847757,0.6923076923076923,4,0.4213278852403164,1.0,0.24041445189095026,1.0
delta,0,13,45,19,-0.16820201476414998,-0.21962806582450867,1.0804256981631224,0.24786665443670675,-0.20327919467105204,0.5263157894736842,0.5111111111111111,-0.6901619843354351,0.24059626007812066,0.38466153384661533,0.19268073192680732,24,14,-0.1148287004658154,0.6428571428571429,17,13,-0.11372340107575442,0.5384615384615384,4,-0.7616127580404282,0.5177999480568382,0.09902986089400649,1.0
delta,0,14,45,19,-0.2512895279460483,-0.2072439018571586,0.8379224714163716,0.19223259870662168,-0.2473306408728322,0.6842105263157895,0.5777777777777777,-0.5587777457347042,0.1820430564710445,0.2977702229777022,0.15228477152284772,24,14,-0.24337547343401683,0.7142857142857143,17,13,0.0282067549534333,0.5384615384615384,4,-0.7455524876713753,0.0,0.05206960860480678,1.0
delta,0,15,45,19,0.33460633887184993,0.4526287297669209,1.3899171323134523,0.31886885892895733,0.3256515940727643,0.631578947368421,0.5111111111111111,-0.031196920109683994,1.1485977161839078,0.1351864813518648,0.0685931406859314,24,14,0.5952879907119841,0.7857142857142857,17,13,0.05427345060385191,0.46153846153846156,4,0.5440125986933708,0.11990721541648443,0.09030698137820861,1.0
delta,0,16,45,19,0.20721907938520115,0.4447771404265312,1.1193475967965782,0.25679595037533665,0.39735390659650616,0.6842105263157895,0.5555555555555556,-0.026070173996451645,0.9536149243726147,0.0983901609839016,0.0476952304769523,24,14,0.28243904210449683,0.7857142857142857,17,13,0.3869335525310956,0.6153846153846154,4,0.5073405057191849,0.6350124959966337,0.24301641992886064,1.0
delta,0,17,45,19,0.28166511952877044,0.4125843070316733,1.0769598627124561,0.24707153725331754,0.3831009133362955,0.6842105263157895,0.5777777777777777,-0.017084251778821124,0.925204536344921,0.0999900009999,0.0504949505049495,24,14,0.548345264224779,0.7142857142857143,17,13,0.08441361364645836,0.6153846153846154,4,0.274439737200737,0.20459724766016874,0.1301568611937693,1.0
delta,0,18,45,19,-0.04082790546947056,-0.08479122954763864,1.0395849218931439,0.23849713777688622,-0.0815625811436635,0.47368421052631576,0.5555555555555556,-0.5399985183079383,0.35795935522928274,0.7294270572942706,0.36726327367263273,24,14,-0.17129003629088402,0.5714285714285714,17,13,0.4350826218724251,0.6153846153846154,4,-0.3949553519487381,0.0,0.01502468600014854,1.0
delta,0,19,45,19,0.1752627025047938,0.31638267250698915,0.8715209925272396,0.19994062808423702,0.3630235820132589,0.6842105263157895,0.6888888888888889,-0.04851040540981972,0.7116633605130276,0.13258674132586742,0.0665933406659334,24,14,0.33110988228803595,0.6428571428571429,17,13,-0.10297364913500272,0.38461538461538464,4,1.0205783024430275,0.0,0.07642601726594923,1.0
delta,0,20,45,19,0.21514813270833757,0.4649628117157702,1.1269073330156165,0.2585302728078952,0.41260075082795367,0.6842105263157895,0.5777777777777777,-0.03528956348697341,0.9466404598925197,0.0847915208479152,0.04179582041795821,24,14,0.5834169927097502,0.5714285714285714,17,13,0.3118561869248365,0.6923076923076923,4,0.13290800899267197,0.6707121065748219,0.2616441488662029,1.0
delta,0,21,45,19,0.2855323606067234,0.06587723002099152,1.117566450023647,0.25638732728129343,0.05894703623180313,0.631578947368421,0.5555555555555556,-0.4254690712219791,0.5487631950723495,0.8004199580041996,0.39746025397460255,24,14,0.13597612881234714,0.6428571428571429,17,13,-0.07904245341435456,0.6153846153846154,4,0.581247553229332,0.0,0.01202209291569669,1.0
delta,0,22,45,19,-0.12184515098730724,-0.1497527475942645,0.9035770640039691,0.2072947952470781,-0.16573323246018856,0.631578947368421,0.6,-0.5616852701037076,0.2175078422746114,0.4891510848915108,0.24477552244775522,24,14,0.1306829106594835,0.5714285714285714,17,13,-0.4120731712915958,0.6923076923076923,4,-0.46875231713056564,0.0,0.03380085662017004,1.0
delta,0,23,45,19,0.4459663689136505,0.40756865590810776,0.7878557969978178,0.1807465158524307,0.5173137742480006,0.6842105263157895,0.6444444444444445,0.08153395909946741,0.7617262733185236,0.036696330366963306,0.0170982901709829,24,14,0.7714733410449254,0.6428571428571429,17,13,0.08671116064756344,0.46153846153846156,4,0.5126190036535263,0.21275227962356782,0.17841954284290573,1.0
delta,0,24,45,19,-0.023892408940527174,0.2022541306520763,1.1360575373286332,0.2606294736454315,0.1780315908362036,0.5789473684210527,0.5333333333333333,-0.2832862852435363,0.6919079867763477,0.43585641435856415,0.21247875212478753,24,14,0.2236863383579822,0.6428571428571429,17,13,-0.06459989188573302,0.38461538461538464,4,-0.07117778062820435,0.0,0.03513781398082966,1.0
delta,0,25,45,19,0.15660359279976951,0.1432514126624977,0.8031802585570208,0.18426218844720646,0.17835524608119802,0.5789473684210527,0.4888888888888889,-0.1986179510654326,0.506612271446277,0.46215378462153783,0.22967703229677033,24,14,0.020715667644426942,0.5,17,13,0.13018823969058502,0.6153846153846154,4,0.325664758682251,0.14461056445728282,0.05047330352178097,1.0
delta,0,26,45,19,-0.4544579803943634,-0.2621684428631214,1.122807041195689,0.25758960135094305,-0.23349376450644227,0.6842105263157895,0.6888888888888889,-0.7316887180729392,0.25576360459325076,0.32696730326967305,0.16678332166783322,24,14,-0.4206997477227734,0.5714285714285714,17,13,-0.21927276368324572,0.6923076923076923,4,-0.8397226929664612,0.8363812260872617,0.1724975089750164,1.0
delta,0,27,45,19,-0.06181544827090369,-0.021081696999700483,0.8492321467196835,0.19482721616616874,-0.02482442178046656,0.42105263157894735,0.4222222222222222,-0.41609563475245964,0.3285790424075042,0.9127087291270873,0.45045495450454953,24,14,-0.3534781641903378,0.5714285714285714,17,13,0.5224822442501019,0.7692307692307693,4,0.03737277537584305,0.0,0.004409601237319718,1.0
delta,0,28,45,19,-0.17672180831432344,-0.12604533044392602,1.0520298082086992,0.24135219050390505,-0.11981155805703315,0.5263157894736842,0.5333333333333333,-0.6054094586782811,0.32748223451995523,0.6093390660933906,0.30956904309569044,24,14,-0.042828046317611425,0.5714285714285714,17,13,-0.230271339798585,0.46153846153846156,4,-0.27617672085762024,0.33978288736895657,0.04615985509575575,1.0
delta,0,29,45,19,0.08659089273876613,0.08313837961146708,0.9238122686620787,0.2119370695737393,0.08999488579197282,0.5263157894736842,0.4888888888888889,-0.32435588413163235,0.4877194357741819,0.7028297170282972,0.3534646535346465,24,14,-0.25168508965344655,0.7857142857142857,17,13,0.4985314103273245,0.6153846153846154,4,0.6928861737251282,0.0,0.017170076894521127,1.0
delta,0,30,45,19,0.20387610461976793,0.09933086968304815,1.1040670683700493,0.25329035673243455,0.08996814824817825,0.631578947368421,0.5777777777777777,-0.401387639807766,0.5574829788649814,0.6913308669133087,0.3427657234276572,24,14,0.23345350651513966,0.5714285714285714,17,13,0.4727495282124251,0.6923076923076923,4,-0.29551832377910614,1.0,0.07339506830772437,1.0
delta,0,31,45,19,-0.47634390791257225,-0.47257319641740697,1.8774114076174049,0.43070771585551126,-0.2517153110394395,0.5789473684210527,0.6222222222222222,-1.3276937093062882,0.3046350482001637,0.3046695330466953,0.15358464153584642,24,14,-0.42256345599889755,0.6428571428571429,17,13,-0.6103934874901404,0.6923076923076923,4,-0.21849733591079712,0.8941756731070765,0.18295034883149672,1.0
delta,0,32,45,19,-0.44453195565276676,-0.5061011317006328,0.9134059650345202,0.20954969979014312,-0.5540812640538271,0.7368421052631579,0.6444444444444445,-0.9223972714979921,-0.12821731960172214,0.023297670232976703,0.012998700129987,24,14,-0.45893380010411855,0.7142857142857143,17,13,-0.2004820589835827,0.7692307692307693,4,-0.9240679740905762,0.3961304301176137,0.26325025137698616,1.0
delta,1,1,45,19,-0.07068338327937657,-0.035976929492072054,0.42860076690884347,0.0983277594778779,-0.08394042257914058,0.47368421052631576,0.6,-0.22037545770668152,0.15114416946706014,0.7151284871512849,0.35776422357764226,24,14,-0.041693286171981266,0.6428571428571429,17,13,-0.08054196910980421,0.5384615384615384,4,0.05140811949968338,1.0,0.06185083768989306,1.0
delta,1,2,45,19,-0.08371543685595194,-0.029820907795638386,0.6812819064641313,0.1562967885442041,-0.04377175955018324,0.6842105263157895,0.5777777777777777,-0.31472053206934214,0.27962881169821074,0.8536146385361464,0.42755724427557246,24,14,-0.1266343245903651,0.5714285714285714,17,13,-0.02870014080634484,0.5384615384615384,4,-0.2123173028230667,0.9624167380492197,0.03582142772317255,1.0
delta,1,3,45,19,0.14693970481554666,0.22922761280808535,0.7004137853117066,0.16068594257034324,0.3272745591465932,0.631578947368421,0.6222222222222222,-0.07801917951815482,0.5330428672627662,0.1787821217878212,0.08809119088091191,24,14,0.2913210856772604,0.6428571428571429,17,13,0.19934400877891445,0.6153846153846154,4,-0.17536666989326477,0.8696334893379963,0.24088250394651037,1.0
