layer,sv_rank_1based,gatedness_ratio,total_gain,invariant_gain
7,7,0.7269409371039453,1585.7460910673033,918.2399102349405
7,8,1.006557513743735,1667.5948277297318,831.0725290991279
7,9,2.1976735064699167,2539.3584926493136,794.1268824073525
7,10,1.4068740710254481,1826.5127705454033,758.8734253001646
7,11,1.8284756812957648,1964.584318076307,694.5735227875558
7,12,2.21341862143948,2128.0183039933395,662.2287833260574
7,13,2.6618926571792096,2320.8810053916245,633.7927467211655
7,14,2.15662717121112,1813.7470889439442,574.5838803789015
7,15,1.6610121775427271,1368.1518118799988,514.1471442432419
7,16,6.949978099120471,3928.0777546785116,494.09919193525445
7,17,3.9473798657846526,2207.9161077121303,446.27988301079756
7,18,4.163204165290361,2264.265359308136,438.5388000981236
