source_layer,target_layer,layer_distance,k,exact_rank_best_match_rate,chance_exact_rate_1_over_k,exact_rate_over_chance,reciprocal_exact_rank_rate,mean_same_rank_abs_cosine,median_same_rank_abs_cosine,min_same_rank_abs_cosine,max_same_rank_abs_cosine,mean_best_abs_cosine,mean_same_rank_fraction_of_best,mean_same_rank_deficit_from_best,mean_offdiag_abs_cosine,diagonal_to_offdiag_ratio,same_rank_raw_sign_flip_rate,mean_abs_rank_offset_of_best,median_abs_rank_offset_of_best,null_diag_mean,null_diag_std,diag_perm_p,null_exact_rate_mean,null_exact_rate_std,exact_perm_p
2,10,8,64,0.03125,0.015625,2.0,0.015625,0.02578874562099698,0.01966850177586366,0.0011896307475548684,0.19516562271002072,0.1634956581278909,0.18448699135590355,0.1377069125068939,0.03087848075404823,0.8351688616550873,0.4375,25.796875,27.0,0.03088848026812079,0.0035623723732243866,0.9385307346326837,0.0156953125,0.014929327475619284,0.27136431784107945
2,11,9,64,0.03125,0.015625,2.0,0.015625,0.026977662758954902,0.022572218353739848,0.00024059369724880632,0.19631358351079423,0.16250567883610623,0.19267543339646614,0.13552801607715134,0.029319047958175817,0.920141158656961,0.484375,25.34375,28.0,0.029246195106274155,0.003465158707783618,0.7286356821589205,0.0155078125,0.015164420376328888,0.2543728135932034
2,12,10,64,0.03125,0.015625,2.0,0.015625,0.02592889901525687,0.021452708413413374,0.00017564636890228134,0.18301565835053515,0.16393248249861708,0.18798108098450544,0.13800358348336023,0.028901784340649814,0.8971383465341399,0.53125,25.5,28.0,0.028789177166785918,0.00350063463375556,0.7906046976511744,0.0152421875,0.0150143277170755,0.2638680659670165
2,13,11,64,0.03125,0.015625,2.0,0.015625,0.02271734232391823,0.019048564351506467,4.258776188749685e-05,0.14088659263624007,0.16328617162755713,0.18250389240390102,0.1405688293036389,0.028221970150702734,0.8049523900213098,0.484375,25.453125,27.5,0.028187127917026485,0.003499319765764717,0.9555222388805598,0.0149609375,0.014633647251267574,0.2448775612193903
2,14,12,64,0.015625,0.015625,1.0,0.015625,0.022257572927997786,0.017498267678026754,0.00031150017062185273,0.10385272465929588,0.15752040579379206,0.18786314896675754,0.13526283286579427,0.027741114840365056,0.8023315953983085,0.453125,26.0,28.0,0.02778829359647518,0.0034787246525662635,0.95952023988006,0.0167265625,0.015757549259812945,0.6746626686656672
2,15,13,64,0.015625,0.015625,1.0,0.0,0.021626473558102217,0.018927729503581004,3.655174651865566e-06,0.0609304559847942,0.15997711328980518,0.18704735951948243,0.13835063973170297,0.02717976995457607,0.7956827299953331,0.359375,26.5,29.0,0.027167230587771138,0.003472919687881654,0.9490254872563718,0.01575,0.014859269798663552,0.657671164417791
2,16,14,64,0.015625,0.015625,1.0,0.0,0.024127855309816426,0.022949122775359924,0.00045791248880338686,0.07698866480793319,0.1614321372286731,0.19582011678419334,0.13730428191885669,0.026947325729044874,0.8953710491505465,0.40625,26.75,29.0,0.02675269195778862,0.0034009748370593487,0.7646176911544228,0.01565625,0.014677832744466646,0.6636681659170415
2,17,15,64,0.015625,0.015625,1.0,0.0,0.02041140314565329,0.017491769418366408,6.72201387704012e-05,0.07575061722007559,0.16131661699387795,0.17266886307091056,0.14090521384822466,0.026287048168001367,0.77648136889328,0.484375,26.75,29.0,0.026106445691060767,0.003422905205638271,0.9575212393803099,0.0151640625,0.014658130417186818,0.6426786606696652
2,18,16,64,0.0,0.015625,0.0,0.0,0.023839912737215852,0.017897490990916552,4.873927030215252e-05,0.07403935344069508,0.15701989483579742,0.20504102871787228,0.13317998209858162,0.026362213414178604,0.9043213618926944,0.5625,27.59375,29.0,0.02641852463242018,0.0033620436385066203,0.7706146926536732,0.0155625,0.014966129740006176,1.0
2,19,17,64,0.0,0.015625,0.0,0.0,0.0201745502339261,0.016529576195434863,0.0003113026450170061,0.06767483407508863,0.14879113831683488,0.18434946803747382,0.1286165880829088,0.026399414796491483,0.764204448827681,0.4375,26.5,26.5,0.026299436661786666,0.003391160419673814,0.9750124937531235,0.0157265625,0.015204748561238985,1.0
2,20,18,64,0.015625,0.015625,1.0,0.0,0.022994005874893947,0.02051766800406238,0.00021508959484976245,0.10152551999351167,0.11919189497169393,0.22886513414898296,0.0961978890968,0.02649008792849835,0.8680230106052884,0.5625,23.046875,20.0,0.026358371911914702,0.0030039109431040196,0.8760619690154923,0.01509375,0.014542814102969094,0.6381809095452274
2,21,19,64,0.0,0.015625,0.0,0.0,0.014803062520100961,0.011502852178241953,0.00021842786504999755,0.05203332563183008,0.08028802585894251,0.20735547541132204,0.06548496333884156,0.019701291722566468,0.7513752259779534,0.53125,24.546875,20.5,0.019604286192756098,0.0020876152286913034,0.992503748125937,0.015078125,0.01481678976242178,1.0
2,22,20,64,0.0,0.015625,0.0,0.0,0.016466647662319776,0.01533943710078321,0.00039564444999498085,0.04689809820294677,0.07187465286673755,0.27635458066212926,0.05540800520441777,0.019164752418323733,0.8592152563669826,0.484375,27.203125,24.5,0.019099422120113892,0.0019159320905272053,0.9145427286356822,0.01528125,0.015181100712626983,1.0
