layer,sv_index_zero_based,sv_rank,sv_label,singular_value,gap_to_higher_rank,gap_to_lower_rank,local_gap,relative_local_gap
2,23,23,SV23,41.03787612915039,1.4509811401367188,0.9676246643066406,0.9676246643066406,0.02357881926592465
2,24,24,SV24,40.07025146484375,0.9676246643066406,0.6115036010742188,0.6115036010742188,0.015260787709573792
2,25,25,SV25,39.45874786376953,0.6115036010742188,0.7972946166992188,0.6115036010742188,0.015497288540057623
2,26,26,SV26,38.66145324707031,0.7972946166992188,1.530731201171875,0.7972946166992188,0.020622468886619935
2,27,27,SV27,37.13072204589844,1.530731201171875,0.5739250183105469,0.5739250183105469,0.015456877396596284
2,28,28,SV28,36.55679702758789,0.5739250183105469,0.68408203125,0.5739250183105469,0.015699543312764234
2,29,29,SV29,35.87271499633789,0.68408203125,0.7331695556640625,0.68408203125,0.01906970329175908
2,30,30,SV30,35.13954544067383,0.7331695556640625,1.2293052673339844,0.7331695556640625,0.02086451450835852
2,31,31,SV31,33.910240173339844,1.2293052673339844,0.8439407348632812,0.8439407348632812,0.02488748916401912
2,32,32,SV32,33.06629943847656,0.8439407348632812,0.34851837158203125,0.34851837158203125,0.010539987162170581
2,33,33,SV33,32.71778106689453,0.34851837158203125,0.8358097076416016,0.34851837158203125,0.010652261865480827
2,34,34,SV34,31.88197135925293,0.8358097076416016,0.4009857177734375,0.4009857177734375,0.012577193337734481
2,35,35,SV35,31.480985641479492,0.4009857177734375,0.6074752807617188,0.4009857177734375,0.012737394004751136
2,36,36,SV36,30.873510360717773,0.6074752807617188,0.185546875,0.185546875,0.006009905347079756
2,37,37,SV37,30.687963485717773,0.185546875,0.5358505249023438,0.185546875,0.006046242693372397
2,38,38,SV38,30.15211296081543,0.5358505249023438,0.17247772216796875,0.17247772216796875,0.005720253250314975
2,39,39,SV39,29.97963523864746,0.17247772216796875,0.8983116149902344,0.17247772216796875,0.0057531627985127586
2,40,40,SV40,29.081323623657227,0.8983116149902344,0.24863815307617188,0.24863815307617188,0.008549753659558618
2,41,41,SV41,28.832685470581055,0.24863815307617188,0.4102439880371094,0.24863815307617188,0.008623482308988028
2,42,42,SV42,28.422441482543945,0.4102439880371094,0.9262523651123047,0.4102439880371094,0.014433805353740167
2,43,43,SV43,27.49618911743164,0.9262523651123047,0.09316825866699219,0.09316825866699219,0.0033884062358273026
2,44,44,SV44,27.40302085876465,0.09316825866699219,0.385406494140625,0.09316825866699219,0.0033999265682123883
2,45,45,SV45,27.017614364624023,0.385406494140625,0.4319438934326172,0.385406494140625,0.014265008336386043
2,46,46,SV46,26.585670471191406,0.4319438934326172,0.5439777374267578,0.4319438934326172,0.016247244691484364
2,47,47,SV47,26.04169273376465,0.5439777374267578,0.1346874237060547,0.1346874237060547,0.005171991893269833
2,48,48,SV48,25.907005310058594,0.1346874237060547,0.5113468170166016,0.1346874237060547,0.005198880460867519
2,49,49,SV49,25.395658493041992,0.5113468170166016,0.20679473876953125,0.20679473876953125,0.008142916980325189
2,50,50,SV50,25.18886375427246,0.20679473876953125,0.28009033203125,0.20679473876953125,0.008209768443185744
2,51,51,SV51,24.90877342224121,0.28009033203125,0.27469444274902344,0.27469444274902344,0.011028019649644689
2,52,52,SV52,24.634078979492188,0.27469444274902344,0.20297813415527344,0.20297813415527344,0.008239728967510913
2,53,53,SV53,24.431100845336914,0.20297813415527344,0.06900596618652344,0.06900596618652344,0.0028245131737358606
2,54,54,SV54,24.36209487915039,0.06900596618652344,0.6221218109130859,0.06900596618652344,0.002832513645843332
2,55,55,SV55,23.739973068237305,0.6221218109130859,0.05764198303222656,0.05764198303222656,0.0024280559572052826
2,56,56,SV56,23.682331085205078,0.05764198303222656,0.14657974243164062,0.05764198303222656,0.002433965762274006
2,57,57,SV57,23.535751342773438,0.14657974243164062,0.19037818908691406,0.14657974243164062,0.00622796104092285
2,58,58,SV58,23.345373153686523,0.19037818908691406,0.4808082580566406,0.19037818908691406,0.008154857402947573
2,59,59,SV59,22.864564895629883,0.4808082580566406,0.27991294860839844,0.27991294860839844,0.012242216280349964
2,60,60,SV60,22.584651947021484,0.27991294860839844,0.12780189514160156,0.12780189514160156,0.005658794097929695
2,61,61,SV61,22.456850051879883,0.12780189514160156,0.2501506805419922,0.12780189514160156,0.005690998285438663
2,62,62,SV62,22.20669937133789,0.2501506805419922,0.1827239990234375,0.1827239990234375,0.008228327675713876
2,63,63,SV63,22.023975372314453,0.1827239990234375,,0.1827239990234375,0.008296594776124443
3,0,0,SV00,815.2833251953125,,614.2481994628906,614.2481994628906,0.7534168558098976
3,1,1,SV01,201.03512573242188,614.2481994628906,75.45951080322266,75.45951080322266,0.37535485666151397
3,2,2,SV02,125.57561492919922,75.45951080322266,44.126129150390625,44.126129150390625,0.3513909063895039
3,3,3,SV03,81.4494857788086,44.126129150390625,16.501075744628906,16.501075744628906,0.20259275533599663
3,4,4,SV04,64.94841003417969,16.501075744628906,0.7552871704101562,0.7552871704101562,0.011629032489212278
3,5,5,SV05,64.19312286376953,0.7552871704101562,4.463676452636719,0.7552871704101562,0.01176585803455963
3,6,6,SV06,59.72944641113281,4.463676452636719,6.566688537597656,4.463676452636719,0.0747315892049645
3,7,7,SV07,53.162757873535156,6.566688537597656,2.9454803466796875,2.9454803466796875,0.055404957614999334
3,8,8,SV08,50.21727752685547,2.9454803466796875,2.0328140258789062,2.0328140258789062,0.04048037101955172
3,9,9,SV09,48.18446350097656,2.0328140258789062,2.8314971923828125,2.0328140258789062,0.04218816353195894
3,10,10,SV10,45.35296630859375,2.8314971923828125,4.18426513671875,2.8314971923828125,0.06243245862060148
3,11,11,SV11,41.168701171875,4.18426513671875,1.4836921691894531,1.4836921691894531,0.036039324218541516
3,12,12,SV12,39.68500900268555,1.4836921691894531,2.133251190185547,1.4836921691894531,0.03738671620533208
3,13,13,SV13,37.5517578125,2.133251190185547,1.399566650390625,1.399566650390625,0.037270336514706265
3,14,14,SV14,36.152191162109375,1.399566650390625,0.6834487915039062,0.6834487915039062,0.018904768135332824
3,15,15,SV15,35.46874237060547,0.6834487915039062,1.3802642822265625,0.6834487915039062,0.019269044962538926
3,16,16,SV16,34.088478088378906,1.3802642822265625,1.2667388916015625,1.2667388916015625,0.03716032403433717
3,17,17,SV17,32.821739196777344,1.2667388916015625,0.5484085083007812,0.5484085083007812,0.01670869739756593
3,18,18,SV18,32.27333068847656,0.5484085083007812,0.6476593017578125,0.5484085083007812,0.016992621976156762
3,19,19,SV19,31.62567138671875,0.6476593017578125,0.48473167419433594,0.48473167419433594,0.015327158379249452
3,20,20,SV20,31.140939712524414,0.48473167419433594,0.41518402099609375,0.41518402099609375,0.013332417866282725
3,21,21,SV21,30.72575569152832,0.41518402099609375,0.5541172027587891,0.41518402099609375,0.013512573137804644
3,22,22,SV22,30.17163848876953,0.5541172027587891,1.2127132415771484,0.5541172027587891,0.01836549920764304
3,23,23,SV23,28.958925247192383,1.2127132415771484,1.0422248840332031,1.0422248840332031,0.03598976395487082
3,24,24,SV24,27.91670036315918,1.0422248840332031,0.06182098388671875,0.06182098388671875,0.002214480331934286
3,25,25,SV25,27.85487937927246,0.06182098388671875,0.9995212554931641,0.06182098388671875,0.002219395138817989
3,26,26,SV26,26.855358123779297,0.9995212554931641,0.2778301239013672,0.2778301239013672,0.010345426138829265
3,27,27,SV27,26.57752799987793,0.2778301239013672,0.446746826171875,0.2778301239013672,0.010453572804161593
3,28,28,SV28,26.130781173706055,0.446746826171875,0.35158729553222656,0.35158729553222656,0.013454909487589648
3,29,29,SV29,25.779193878173828,0.35158729553222656,0.6159915924072266,0.35158729553222656,0.01363841310142366
3,30,30,SV30,25.1632022857666,0.6159915924072266,0.5994930267333984,0.5994930267333984,0.02382419454905776
3,31,31,SV31,24.563709259033203,0.5994930267333984,0.5240116119384766,0.5240116119384766,0.02133275583148231
